Protein,Len,S0,S0,S1,S1,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown
symbB1.EST_k37c20_30052|m.64411,370,1,1,1,2,-2.178,-0.2396,0.999666,0.703939,0.961709
symbB1.EST_k37c20_3045|m.7223,570,1,1,2,2,0.736,0.1297,0.944666,0.614418,0.966072
symbB1.EST_k37c20_3137|m.7441,137,0,0,0,1,-6.52,-0.5825,0.984774,0.757872,0.948141
m.1286,2829,271,328,270,300,4.715,3.7563,0.001306,0.000178,0.820998
symbB1.EST_k37c20_3194|m.7561,532,1,0,1,2,0.224,0.0263,0.968814,0.642431,0.966689
symbB1.EST_k37c20_319|m.681,429,0,0,1,2,-9.425,-0.9575,1,0.792086,0.922377
symbB1.EST_k37c20_3367|m.8026,143,2,1,2,4,-3.914,-0.6893,0.982986,0.769517,0.9432
symbB1.EST_k37c20_34811|m.72609,265,0,0,0,1,5.428,0.943,0.613207,0.351277,0.919483
symbB1.EST_k37c20_3550|m.8423,118,0,0,1,0,1.274,0.17,0.933418,0.602971,0.965408
symbB1.EST_k37c20_3763|m.8967,138,5,5,5,6,-2.554,-0.3997,0.995579,0.732659,0.955701
symbB1.EST_k37c20_40880|m.81403,200,2,2,1,1,-1.096,-0.1171,0.991491,0.677628,0.965065
symbB1.EST_k37c20_4454|m.10626,401,0,0,0,0,-6.769,-0.8748,0.993199,0.785932,0.930827
symbB1.EST_k37c20_4530|m.10835,1086,2,1,2,4,8.043,0.9317,0.620063,0.354994,0.920441
symbB1.EST_k37c20_4585|m.10961,135,3,4,5,5,6.686,0.9416,0.614058,0.351736,0.919602
m.12872,385,4,6,2,3,-0.911,-0.1987,0.998173,0.695561,0.962995
symbB1.EST_k37c20_47047|m.87468,188,0,0,1,1,-7.088,-1.6691,0.914337,0.819101,0.767558
symbB1.EST_k37c20_47631|m.87845,639,0,0,0,0,8.173,1.082,0.529926,0.30736,0.907129
symbB1.EST_k37c20_47633|m.87846,268,0,0,1,0,-13.72,-1.6208,0.924338,0.818518,0.781556
symbB1.EST_k37c20_47646|m.87855,135,1,3,2,4,0.746,0.1169,0.948017,0.617995,0.966232
symbB1.EST_k37c20_48001|m.88307,156,1,1,1,3,-5.97,-0.7209,0.983542,0.772616,0.941538
symbB1.EST_k37c20_48025|m.88342,199,0,0,1,4,-2.413,-0.2856,0.999936,0.712859,0.960109
symbB1.EST_k37c20_48387|m.88800,121,0,0,0,2,-9.485,-1.176,1,0.804982,0.890771
symbB1.EST_k37c20_4866|m.11610,391,1,2,2,4,6.916,1.0636,0.54053,0.31297,0.908812
symbB1.EST_k37c20_48819|m.89293,326,1,1,1,1,-9.88,-0.7065,0.983225,0.771222,0.942311
symbB1.EST_k37c20_5116|m.12234,365,0,0,0,1,-3.527,-0.2959,0.999807,0.714782,0.959732
m.12887,415,1,0,0,1,6.596,0.8753,0.653521,0.373822,0.925091
symbB1.EST_k37c20_55677|m.94421,130,0,0,2,0,-4.224,-0.8445,0.990511,0.783516,0.933381
symbB1.EST_k37c20_5771|m.13757,265,0,1,1,4,5.694,1.0201,0.566302,0.326483,0.912743
symbB1.EST_k37c20_59568|m.96245,208,1,1,2,2,0.16,0.0285,0.968369,0.641857,0.966692
symbB1.EST_k37c20_6130|m.14576,559,0,0,0,1,6.299,0.5272,0.805408,0.492155,0.949804
symbB1.EST_k37c20_6155|m.14644,880,2,1,1,1,-0.547,-0.0819,0.987141,0.669409,0.965717
symbB1.EST_k37c20_6169|m.14671,436,1,0,0,1,-0.021,-0.0032,0.974516,0.650035,0.966584
symbB1.EST_k37c20_6258|m.14822,332,1,0,0,1,-5.37,-0.7387,0.984084,0.774301,0.940541
symbB1.EST_k37c20_6575|m.15589,213,1,1,3,2,10.737,1.0196,0.566603,0.326641,0.912788
m.129,503,0,1,0,1,-0.873,-0.081,0.987018,0.669195,0.965731
symbB1.EST_k37c20_6593|m.15621,461,0,0,0,1,-5.147,-0.727,0.983707,0.773199,0.941202
symbB1.EST_k37c20_679|m.1487,246,1,1,2,2,2.574,0.3887,0.857152,0.536801,0.957687
symbB1.EST_k37c20_6866|m.16214,439,0,0,0,0,2.538,0.4732,0.825246,0.509791,0.953078
symbB1.EST_k37c20_753|m.1636,362,1,1,2,2,-9.365,-1.3293,0.999882,0.811526,0.85853
symbB1.EST_k37c20_7975|m.18657,473,1,0,0,1,21.055,1.3245,0.413927,0.238716,0.885189
symbB1.EST_k37c20_8373|m.19579,378,3,1,4,8,-4.039,-0.7222,0.983574,0.772741,0.941466
symbB1.EST_k37c20_8896|m.20721,588,1,1,2,2,-0.075,-0.0127,0.976242,0.652444,0.966524
m.12917,415,5,8,4,5,-7.894,-0.9524,1,0.791725,0.92296
symbB1.EST_k37c20_9275|m.21620,2120,0,1,0,1,-7.134,-1.1466,1,0.803512,0.895886
symbB1.EST_k37c20_9362|m.21825,318,2,1,2,3,1.628,0.2467,0.90916,0.580471,0.96348
m.10061,510,2,1,1,6,-10.963,-0.9075,0.996382,0.788441,0.927758
m.10199,219,5,6,4,5,6.346,1.0688,0.537513,0.311378,0.908337
m.10324,680,2,1,2,4,-8.118,-1.2359,0.999999,0.807754,0.879352
m.1036,1192,0,0,1,1,-5.295,-0.4756,0.99071,0.744041,0.952614
m.12941,323,4,4,2,5,3.054,0.3194,0.883276,0.558403,0.960857
m.10603,487,0,0,0,0,-2.914,-0.3373,0.998685,0.72224,0.958168
m.10605,698,1,1,1,2,-3.128,-0.415,0.994648,0.735065,0.955084
m.10713,218,8,8,7,9,-1.826,-0.4718,0.990957,0.743503,0.95277
m.12813,219,5,6,5,6,-7.773,-1.3548,0.994917,0.812439,0.852223
symbB1.EST_k37c20_37952|m.77340,217,1,1,1,1,2.183,0.323,0.881942,0.557294,0.960708
m.10928,723,4,6,4,5,1.963,0.2979,0.891158,0.564997,0.961711
m.11115,300,1,1,2,1,1.189,0.1278,0.945169,0.614951,0.966097
m.21828,279,1,1,1,1,9.269,1.2725,0.434752,0.252719,0.889719
m.2713,305,1,1,1,1,-10.741,-1.402,0.983541,0.813961,0.840264
m.19703,231,0,0,0,0,0.738,0.1274,0.945275,0.615063,0.966102
m.113,378,40,44,40,46,7.11,4.3782,0.000042,0.000007,0.818995
symbB1.EST_k37c20_41902|m.82682,468,18,14,16,15,-11.403,-2.909,0.286369,0.817819,0.287799
m.31439,231,6,5,6,8,-0.507,-0.1168,0.991458,0.677559,0.965071
m.11458,213,2,4,2,2,-7.193,-1.2653,0.999999,0.809011,0.873217
m.11995,326,4,5,2,2,-4.921,-0.7229,0.983591,0.772808,0.941428
m.31539,379,1,3,1,2,-10.94,-1.9115,0.877908,0.820816,0.683115
m.14932,175,2,1,0,1,1.111,0.1727,0.932627,0.602194,0.965355
m.5696,189,5,7,4,5,-11.396,-2.4007,0.697784,0.820884,0.435157
m.12129,447,85,89,77,99,1.57,1.5554,0.349146,0.178975,0.867886
m.29835,460,78,80,72,89,-0.304,-0.211,0.998751,0.698124,0.962624
m.30405,235,53,53,46,62,4.456,2.0577,0.183756,0.068821,0.846245
m.2128,233,35,37,33,45,7.786,5.182,0,0,0.817222
m.28478,448,29,23,26,31,-2.534,-1.1937,0.999999,0.805832,0.887541
m.36059,184,17,17,16,15,9.142,2.8741,0.032426,0.007227,0.827248
symbB1.EST_k37c20_23066|m.51297,469,25,21,23,28,1.798,0.7788,0.705198,0.406775,0.932557
m.12942,291,0,0,0,1,3.02,0.4193,0.845517,0.527102,0.956102
m.1245,204,22,19,20,22,3.785,0.6308,0.767708,0.45752,0.943042
m.15067,179,4,4,4,5,-2.994,-0.5652,0.985528,0.755794,0.948882
m.10914,217,4,4,4,4,6.611,1.3162,0.417097,0.240931,0.885901
m.17885,208,3,2,3,2,-0.935,-0.2623,0.999978,0.708408,0.960937
m.12699,199,10,9,9,9,-6.668,-0.711,0.983313,0.771661,0.942072
m.14255,219,3,4,3,6,-0.885,-0.1314,0.993013,0.680885,0.964756
m.1509,223,2,3,3,3,4.405,1.0952,0.522447,0.303374,0.905917
m.18748,201,7,6,6,6,-3.566,-0.6858,0.982959,0.769165,0.943377
m.1242,255,3,2,2,2,5.938,0.9209,0.626583,0.358566,0.921348
symbB1.EST_k37c20_46370|m.87062,230,2,2,2,2,-6.14,-0.9551,1,0.791916,0.922652
m.7341,237,2,2,2,2,1.676,0.3529,0.870739,0.548025,0.959401
symbB1.EST_k37c20_56818|m.95252,228,6,6,6,6,1.618,0.1557,0.937529,0.607064,0.965671
m.12659,176,0,0,0,0,-6.606,-0.6472,0.983051,0.765156,0.945247
m.12690,150,0,0,0,0,1.378,0.1761,0.931623,0.601214,0.965287
m.12709,550,4,7,3,5,-2.915,-0.3846,0.996447,0.730228,0.956307
m.12711,510,3,3,2,3,-7.864,-1.8892,0.88157,0.820721,0.692101
m.12724,296,1,1,0,2,-13.562,-1.0698,1,0.799302,0.907886
m.12733,700,5,6,7,11,1.58,0.3878,0.857494,0.537084,0.957732
m.12781,500,0,1,0,0,-4.965,-0.3963,0.995782,0.732117,0.955838
m.12890,232,0,0,0,1,0.114,0.0144,0.971178,0.64552,0.966661
m.12970,372,3,4,2,4,-3.733,-0.6704,0.982904,0.767594,0.94414
m.12945,765,0,0,0,0,2.794,0.5272,0.805408,0.492155,0.949804
m.13047,186,5,6,2,5,-4.634,-1.2018,1,0.806212,0.886023
m.26081,187,7,7,5,6,9.08,2.0104,0.20665,0.076386,0.84791
m.13119,549,4,5,4,6,-3.409,-0.5225,0.987784,0.750407,0.950677
m.1334,391,1,0,1,1,0.862,0.0897,0.954793,0.625496,0.966494
m.13436,653,6,6,5,7,1.967,0.3812,0.860007,0.539163,0.958059
m.13638,869,0,0,0,0,-7.895,-1.2224,0.999999,0.807155,0.882048
m.13659,548,0,1,1,1,2.368,0.3768,0.86168,0.540546,0.958274
m.13801,461,0,0,0,0,-3.231,-0.29,0.999889,0.713684,0.959948
m.1390,448,5,5,5,8,-0.571,-0.078,0.986608,0.668481,0.965779
m.1396,509,0,1,0,2,-12.95,-1.8094,0.892999,0.820288,0.722129
m.13574,515,0,1,0,2,1.059,0.1609,0.936049,0.60558,0.965579
m.1296,468,2,1,2,4,0.316,0.0411,0.965759,0.638549,0.966695
m.145,467,1,0,1,1,4,0.4636,0.828824,0.512895,0.953636
m.1493,232,5,4,2,2,-10.351,-1.0924,1,0.800598,0.904548
m.15139,435,35,45,39,41,1.168,0.6849,0.746802,0.439075,0.939321
symbB1.EST_k37c20_26730|m.58389,993,1,2,2,4,4.216,0.664,0.755073,0.446224,0.940772
symbB1.EST_k37c20_1952|m.4632,728,1,2,1,4,-1.681,-0.3064,0.999611,0.716715,0.959343
symbB1.EST_k37c20_7002|m.16520,790,4,5,5,6,-4.077,-0.6205,0.983538,0.76224,0.94647
m.15220,508,6,6,2,4,5.294,0.8741,0.654212,0.374227,0.925188
m.15426,1113,2,2,1,3,-0.845,-0.149,0.994684,0.684828,0.964343
m.15462,185,2,3,1,2,-0.516,-0.0669,0.985035,0.665821,0.965946
m.15831,119,0,0,0,1,-6.853,-0.5033,0.988943,0.747859,0.951473
m.12976,264,2,3,2,4,8.354,0.956,0.605287,0.347025,0.918371
m.16008,262,2,2,0,1,4.022,0.4001,0.852814,0.533199,0.957109
m.16090,446,14,13,12,17,-4.04,-1.6419,0.919751,0.818787,0.775517
m.16351,226,6,5,5,4,0.539,0.1076,0.950386,0.620575,0.966334
m.16371,297,0,1,1,3,7.91,1.7238,0.318553,0.136764,0.858858
m.16813,293,1,1,0,1,8.799,1.2563,0.441706,0.257149,0.891162
m.17239,445,1,1,1,2,-0.02,-0.0029,0.974461,0.649958,0.966586
m.173,389,167,203,149,185,5.031,3.992,0.000392,0.000053,0.820206
m.184,376,175,215,161,196,3.509,4.2985,0.000065,0.00001,0.81923
m.278,253,104,120,95,121,3.112,2.284,0.106443,0.041242,0.838575
m.26952,376,41,44,35,40,-8.297,-1.6971,0.909317,0.819392,0.759125
m.17435,484,16,18,14,15,9.342,3.2031,0.010151,0.00208,0.824169
m.17469,174,2,2,2,2,0.139,0.0239,0.969298,0.643056,0.966685
m.12991,100,23,27,20,30,-0.509,-0.2113,0.998764,0.698186,0.962615
m.17967,175,2,3,4,3,4.726,0.6643,0.754956,0.446121,0.940752
m.6185,175,2,3,4,3,-15.292,-2.1079,0.832769,0.821243,0.593467
m.1806,594,1,1,0,1,8.721,1.0219,0.56522,0.325917,0.912582
m.18179,295,3,4,2,3,3.684,0.6456,0.76214,0.452494,0.942036
m.26302,181,2,3,1,0,1.017,0.1918,0.926895,0.596667,0.964949
m.18366,538,1,2,1,2,-3.03,-0.419,0.994396,0.735685,0.954923
m.18373,191,0,0,0,0,2.008,0.2136,0.920069,0.590288,0.964419
m.11555,111,0,0,0,0,1.013,0.2262,0.915992,0.58657,0.964081
m.18767,961,3,1,3,2,10.306,1.1953,0.469846,0.274159,0.896694
m.1911,462,1,1,1,2,-4.448,-0.6451,0.983074,0.764931,0.945345
m.1884,645,1,1,1,2,3.343,0.3597,0.868168,0.545903,0.959088
symbB1.EST_k37c20_26089|m.57196,562,1,0,0,0,-3.06,-0.3931,0.995967,0.731603,0.955966
symbB1.EST_k37c20_41705|m.82450,593,0,0,0,0,14.195,1.6673,0.329357,0.150718,0.861562
m.19242,719,6,5,3,6,9.881,0.7922,0.698558,0.402166,0.931555
m.19535,181,0,1,0,2,-3.69,-0.546,0.986478,0.753418,0.949694
m.19661,333,4,5,4,5,10.162,1.9946,0.214542,0.079075,0.848467
m.12999,500,0,0,0,0,-5.769,-0.8901,0.994658,0.787118,0.929434
m.19674,317,3,4,2,4,0.194,0.0304,0.96798,0.64136,0.966693
m.19764,354,2,2,1,2,-7.483,-0.9012,0.99575,0.787965,0.928376
m.21346,340,3,3,1,3,-2.491,-0.3248,0.99912,0.720035,0.958648
m.16676,336,2,1,0,3,0.239,0.0348,0.967075,0.640207,0.966696
m.20126,239,1,3,1,1,-5.378,-0.7782,0.985869,0.777894,0.938142
m.5042,675,1,2,1,1,9.532,0.6825,0.747767,0.439897,0.939488
m.20952,109,0,0,1,0,6.411,0.8007,0.694251,0.399246,0.930913
m.20957,639,2,4,3,4,2.729,0.634,0.766511,0.456435,0.942825
m.14998,1027,0,1,0,0,15.71,1.3199,0.415676,0.239943,0.885583
m.21013,777,0,0,1,1,7.227,0.7846,0.702347,0.404779,0.932124
m.18548,223,0,0,1,0,-9.282,-0.8725,0.992983,0.785752,0.931031
m.21153,225,1,2,0,2,13.276,2.155,0.143311,0.055396,0.842845
m.21390,125,10,11,12,10,2.285,0.4616,0.829571,0.513541,0.953751
m.21690,240,0,0,0,1,5.087,0.8187,0.684893,0.393074,0.929541
m.218,310,11,10,7,13,-0.131,-0.02,0.977533,0.654283,0.96647
m.22339,1615,2,0,0,0,4.805,0.7642,0.712221,0.411801,0.933637
m.10183,616,0,0,1,0,0.884,0.1806,0.930284,0.599915,0.965194
m.22940,466,10,10,8,12,-5.246,-1.246,0.999999,0.808193,0.877285
m.232,1282,3,7,3,2,-9.176,-1.6722,0.913752,0.819135,0.766637
m.23328,172,0,0,0,2,2.488,0.4807,0.822461,0.507359,0.952637
m.23454,187,14,14,17,22,3.201,1.5773,0.345027,0.173409,0.866539
m.23900,193,2,2,1,3,-13.194,-1.4029,0.983308,0.813988,0.840033
m.24137,338,0,0,0,0,2.912,0.3496,0.871983,0.549053,0.959551
m.24851,900,11,12,10,12,10.144,2.1972,0.129226,0.050363,0.841403
m.24983,433,2,4,2,4,11.136,1.3769,0.395292,0.224886,0.880817
m.25258,278,2,2,0,1,7.953,1.023,0.564559,0.325571,0.912484
m.25369,237,0,1,1,0,0.802,0.0825,0.956509,0.627459,0.966545
m.25835,116,0,0,2,2,1.823,0.2065,0.922325,0.592374,0.964599
m.25985,421,13,15,9,15,-0.743,-0.1815,0.997173,0.691914,0.963491
m.26956,495,12,10,8,11,8.457,2.3018,0.10266,0.039549,0.838026
m.27117,475,2,3,2,5,-5.52,-1.2776,0.999999,0.809517,0.870539
m.2752,168,7,7,8,7,-1.621,-0.4044,0.995297,0.733404,0.955512
m.27687,497,2,2,2,3,10.323,1.1136,0.512217,0.297872,0.904223
m.27757,157,1,1,1,2,-18.759,-2.1163,0.830391,0.821247,0.589246
m.27890,192,0,0,0,0,-3.773,-0.7603,0.984962,0.77629,0.939264
m.2792,427,1,1,0,1,3.391,0.5138,0.810288,0.496558,0.950636
m.2030,436,2,2,2,2,0.049,0.0086,0.972299,0.647015,0.966641
m.13026,699,0,0,1,0,-3.596,-0.3789,0.99676,0.729295,0.956534
m.28159,179,0,0,0,0,-10.354,-1.026,1,0.796645,0.913934
m.28444,404,4,4,4,6,3.901,0.6138,0.774002,0.463271,0.944186
m.13796,395,0,0,0,0,-4.888,-0.857,0.991584,0.784524,0.93236
m.2848,287,2,3,2,3,6.58,1.2364,0.450548,0.262639,0.892952
m.28480,131,0,0,0,1,-0.275,-0.0341,0.979931,0.657802,0.966344
m.18341,246,1,0,0,2,-3.634,-0.4474,0.992561,0.739972,0.953768
m.28687,461,0,1,0,2,0.888,0.0719,0.958978,0.63033,0.966607
m.2908,2325,1,1,2,1,-0.856,-0.0879,0.987942,0.67083,0.965617
symbB1.EST_k37c20_4259|m.10144,2381,1,2,2,1,-4.868,-0.7944,0.986822,0.779313,0.937072
m.29808,242,6,9,6,8,3.011,0.5427,0.799789,0.487038,0.948828
m.20285,293,2,3,2,2,-3.634,-0.6215,0.983512,0.762351,0.946425
m.29813,455,1,2,4,4,1.474,0.3127,0.885749,0.560464,0.96113
m.30980,429,2,3,2,4,10.254,1.5061,0.359428,0.191544,0.871117
m.13131,436,2,3,2,3,0.756,0.1387,0.942245,0.611886,0.965944
m.15859,410,5,4,2,5,8.156,1.5536,0.349495,0.179433,0.867999
m.12982,418,2,2,0,4,-3.403,-0.793,0.986736,0.779191,0.937167
symbB1.EST_k37c20_6773|m.16013,432,1,2,1,3,-6.31,-1.1747,1,0.804919,0.891004
m.3079,696,16,22,14,21,-7.471,-2.5551,0.539645,0.820222,0.359613
m.2150,326,2,2,2,2,-3.707,-0.7144,0.983385,0.771991,0.94189
m.31093,201,0,0,0,0,0.027,0.0043,0.973117,0.648119,0.966622
m.13039,212,2,2,2,3,-6.761,-1.2657,0.999999,0.809027,0.87313
m.31593,374,0,1,0,0,-5.083,-0.8391,0.990063,0.783076,0.93381
m.32004,521,8,7,6,6,-0.319,-0.0739,0.986036,0.667502,0.965843
m.32539,222,0,1,0,1,6.146,0.8894,0.645316,0.369076,0.923949
m.6240,289,0,0,0,0,1.375,0.2062,0.92242,0.592462,0.964607
m.33135,103,30,42,32,44,-3.856,-1.6585,0.91638,0.818983,0.770685
m.33500,300,10,12,8,10,2.452,0.3898,0.856734,0.536454,0.957632
m.34165,271,1,1,1,2,-10.467,-2.0227,0.85503,0.821142,0.634565
m.3494,2140,118,127,105,128,2.365,2.416,0.08357,0.029866,0.834836
m.13041,309,0,1,0,0,-13.494,-1.9767,0.865439,0.821036,0.655383
m.36049,334,2,3,1,2,-4.342,-0.8523,0.991174,0.784147,0.932749
m.13050,236,0,0,0,0,-5.504,-0.4101,0.994952,0.734301,0.955282
m.36534,1157,4,4,2,8,-7.867,-1.7384,0.90279,0.819767,0.746162
m.37637,179,3,4,4,1,-11.045,-1.8628,0.885592,0.820594,0.702403
m.38282,359,5,4,4,6,-7.584,-1.4926,0.958195,0.816302,0.816584
m.17520,299,5,4,4,5,14.029,2.235,0.118349,0.046203,0.840144
m.3835,317,1,0,1,1,7.255,1.2589,0.440575,0.256436,0.89093
m.3844,610,47,53,33,42,2.499,1.0665,0.538846,0.312081,0.908547
m.9144,101,12,9,10,8,3.919,0.5214,0.807519,0.494063,0.950166
m.38633,275,11,11,8,10,2.084,0.5476,0.798017,0.485416,0.948517
m.3872,704,1,2,1,2,-14.444,-1.4669,0.9656,0.815711,0.82338
m.392,136,19,21,19,21,-6.303,-1.6877,0.910942,0.819298,0.761985
m.4330,257,0,0,0,1,-5.278,-0.534,0.987125,0.751895,0.950197
m.44,328,3,4,2,5,-2.506,-0.6706,0.982904,0.767614,0.94413
m.22336,329,4,6,3,6,-7.821,-0.8781,0.993508,0.78619,0.930533
m.449,162,4,5,5,7,-13.702,-2.5916,0.499221,0.820008,0.345046
m.4781,617,9,5,5,14,9.913,3.2392,0.008854,0.0018,0.823883
m.4865,531,6,7,8,8,9.624,1.4635,0.369715,0.202456,0.874126
m.4884,253,14,18,15,21,5.834,2.413,0.083983,0.030097,0.834912
m.4960,840,25,22,22,31,8.787,1.769,0.307908,0.125898,0.856888
symbB1.EST_k37c20_2962|m.7004,867,1,1,1,2,-1.538,-0.2143,0.998888,0.698805,0.962522
m.5030,279,11,12,8,13,6.886,1.5425,0.351689,0.182259,0.868705
m.13075,235,0,0,0,1,-6.632,-0.9996,1,0.794948,0.917327
m.506,193,3,4,4,2,-2.257,-0.321,0.999235,0.719356,0.958793
m.5087,320,1,1,1,2,3.225,0.5581,0.794225,0.481932,0.947845
m.5096,1402,1,2,1,3,6.7,0.8797,0.650974,0.372339,0.924736
m.5098,411,1,2,0,0,-7.44,-0.9418,0.999829,0.790967,0.924153
m.29201,116,1,1,1,1,4.084,0.5977,0.779891,0.468694,0.945258
m.32422,236,0,0,0,0,-5.029,-0.3619,0.997627,0.726465,0.957207
m.5115,549,6,6,4,6,-0.799,-0.0791,0.986759,0.668743,0.965762
m.5317,354,6,8,7,10,11.009,1.2188,0.458641,0.267541,0.894547
m.5270,380,3,4,3,4,4.935,0.6389,0.764672,0.454772,0.942492
m.5328,257,3,3,1,4,2.396,0.4639,0.828712,0.512798,0.953619
symbB1.EST_k37c20_745|m.1617,448,3,2,1,3,-4.966,-0.7989,0.98711,0.779701,0.936765
m.5347,415,6,8,6,9,12.931,2.3727,0.089921,0.033313,0.835975
m.537,304,2,2,1,1,-5.797,-0.9939,1,0.794572,0.918036
m.5384,568,0,0,1,1,-2.578,-0.2966,0.999796,0.714912,0.959706
m.13076,445,4,2,3,0,-1.085,-0.2278,0.999362,0.701564,0.962095
m.5440,160,38,83,45,60,3.865,2.7596,0.044388,0.010748,0.828603
m.19482,215,32,74,39,53,1.711,1.0004,0.578212,0.332718,0.914497
symbB1.EST_k37c20_660|m.1437,241,32,74,39,53,1.62,0.7001,0.740595,0.433862,0.938254
m.5463,882,63,67,56,67,4.401,5.9154,0,0,0.816715
m.5486,109,1,2,1,1,4.962,1.2397,0.449059,0.261725,0.892654
m.5510,229,2,2,3,1,8.816,0.8542,0.665532,0.380965,0.926775
m.5513,246,4,3,5,3,-1.538,-0.2283,0.999377,0.701666,0.962078
m.5546,1101,8,8,8,12,-1.39,-0.454,0.99213,0.740941,0.953499
m.5582,258,3,2,2,5,-3.098,-0.509,0.988591,0.748624,0.951237
m.5619,199,3,4,2,3,10.827,1.2608,0.439752,0.255915,0.89076
m.5634,149,14,28,25,27,-1.153,-0.4648,0.99142,0.742504,0.953057
m.13401,174,11,19,17,20,-2.948,-1.5123,0.952544,0.816718,0.811334
m.5689,476,3,3,2,4,1.006,0.145,0.94052,0.610105,0.965848
m.13085,424,1,1,0,1,10.804,1.4959,0.361763,0.194152,0.871819
m.5712,270,1,1,2,3,2.512,0.4076,0.84996,0.530822,0.95672
m.5746,161,9,10,9,10,-4.756,-1.5538,0.940999,0.817499,0.800142
m.5747,202,2,2,2,3,3.711,0.5889,0.783089,0.471649,0.94584
m.17615,183,1,1,1,1,3.312,0.5054,0.813361,0.49931,0.951151
m.20628,112,0,0,1,2,2.157,0.419,0.845631,0.527198,0.956118
m.5828,1791,1,1,1,1,-13.107,-1.6282,0.92269,0.818615,0.77945
m.5839,328,2,3,1,3,-4.413,-0.5341,0.987119,0.751907,0.950193
m.5881,363,4,3,7,8,-3.378,-0.7437,0.984266,0.774767,0.940253
m.5892,125,3,4,4,3,-5.769,-0.9532,1,0.791782,0.922869
m.5919,327,0,0,0,1,-0.215,-0.0395,0.980818,0.659139,0.966288
m.898,376,0,0,0,1,6.123,0.7495,0.719073,0.416865,0.934714
m.6100,310,16,16,24,28,0.32,0.1033,0.951463,0.621763,0.966377
m.6106,1183,4,3,1,3,-6.767,-0.7827,0.986122,0.778291,0.93785
m.612,679,45,47,43,47,4.978,2.1972,0.129226,0.050363,0.841403
m.20930,647,22,26,22,28,-1.288,-0.4567,0.99195,0.741335,0.953388
m.8917,676,30,38,29,37,-3.936,-1.5773,0.934823,0.817887,0.793709
symbB1.EST_k37c20_680|m.1491,353,4,7,8,11,8.479,1.6456,0.333121,0.156152,0.862683
m.7437,674,5,7,6,8,7.163,1.3397,0.408277,0.234679,0.883899
symbB1.EST_k37c20_10470|m.24210,575,5,7,6,9,4.074,0.5761,0.787722,0.475933,0.946679
m.616,1072,16,16,23,27,1.34,0.4718,0.825767,0.510244,0.95316
m.6180,693,38,35,35,46,0.512,0.198,0.924984,0.59486,0.964805
symbB1.EST_k37c20_3735|m.8908,705,5,3,6,8,10.721,2.2272,0.120465,0.047036,0.840401
m.6186,860,0,0,0,0,-5.111,-0.746,0.984353,0.77498,0.940118
m.6203,143,6,6,4,8,-9.737,-0.9942,1,0.794592,0.917999
m.644,181,11,12,10,10,-2.389,-0.2347,0.999552,0.702957,0.96187
m.401,181,13,13,11,12,7.819,1.2221,0.457105,0.266618,0.894247
m.32417,162,5,4,5,6,6.529,1.3809,0.393967,0.223839,0.880493
m.8903,180,11,12,11,11,-3.066,-0.8951,0.995147,0.787501,0.928962
m.6453,159,1,0,0,2,-1.576,-0.2207,0.999128,0.700119,0.962321
m.6463,6996,10,10,9,14,-9.052,-2.3849,0.710367,0.82093,0.443748
m.19708,361,2,3,2,3,8.241,0.6083,0.776021,0.465126,0.944554
m.9401,449,1,0,0,1,-2.53,-0.2978,0.999775,0.715134,0.959662
m.31478,374,1,0,0,1,0.335,0.0397,0.966053,0.638918,0.966696
m.6490,438,12,11,7,12,-4.296,-1.2037,0.999999,0.8063,0.885663
m.6499,297,12,13,13,14,0.36,0.1091,0.950009,0.62016,0.966318
m.10194,572,16,17,14,16,9.347,2.8425,0.035576,0.008082,0.827601
m.13090,174,1,1,1,1,9.199,0.9196,0.627366,0.358997,0.921457
m.6517,538,7,11,6,13,-6.017,-0.703,0.983162,0.770879,0.942495
m.6593,1058,20,16,17,26,-2.434,-1.4426,0.972516,0.815101,0.829751
m.6627,1941,163,154,136,149,-1.195,-1.0799,1,0.799887,0.906413
m.6659,223,3,4,2,5,1.389,0.1871,0.928327,0.598032,0.965054
m.25093,208,1,2,1,2,0.319,0.0464,0.964633,0.637148,0.966689
m.6713,259,1,0,0,1,0.237,0.025,0.969077,0.64277,0.966687
m.25763,303,1,0,0,1,-19.098,-1.3797,0.989154,0.813269,0.845955
m.697,208,2,1,2,4,-5.624,-1.1415,1,0.803249,0.896743
m.6977,342,0,0,0,2,-0.348,-0.0469,0.982002,0.66096,0.966206
m.7051,436,4,4,4,4,-4.956,-0.7859,0.986305,0.778572,0.93764
m.7209,320,2,2,4,5,2.764,0.6145,0.773745,0.463035,0.944139
m.7374,436,3,3,3,6,-0.432,-0.099,0.989359,0.673437,0.965419
m.13091,557,0,0,1,2,1.481,0.2004,0.924237,0.594159,0.964748
m.7527,791,0,1,0,1,-11.314,-1.2747,0.999999,0.809399,0.871176
m.760,542,2,3,3,7,1.487,0.2142,0.919876,0.590112,0.964404
m.8211,367,2,2,1,2,7.579,1.519,0.356583,0.18825,0.870245
m.6492,285,1,2,1,2,-1.798,-0.2325,0.999496,0.702514,0.961942
m.858,537,2,3,2,4,-4.542,-1.02,1,0.796266,0.914721
m.8669,206,2,2,1,3,9.928,1.8553,0.279705,0.106286,0.85348
m.8927,151,9,9,7,11,1.534,0.2485,0.908548,0.579933,0.963424
