Protein	Len	S0	S0	S0	S0	S0	S0	S0	S0	S1	S1	S1	S1	S1	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.5315	882	4	6	8	8	4	6	8	4	9	11	8	7	10	6	10	6	1.233	1.1146	0.000000	0.000000	0.664624
m.5317	354	5	7	9	8	6	5	6	6	5	7	10	6	6	6	7	7	1.200	1.1525	0.000000	0.000000	0.659968
m.532	113	6	6	6	6	6	6	6	6	6	5	6	6	5	6	6	5	0.924	0.9050	0.000008	0.000000	0.694837
m.5328	257	1	5	1	4	2	1	3	1	4	1	3	3	0	2	2	1	-0.007	-0.0063	0.410284	0.046652	0.925815
m.5331	336	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.485	-0.4152	0.985367	0.328032	0.997086
m.534	225	8	11	12	10	10	8	10	12	17	11	15	16	10	15	11	17	1.290	1.3570	0.000000	0.000000	0.638898
m.5346	119	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	-0.844	-0.7904	0.996007	0.537847	0.999405
m.5347	415	4	5	5	6	3	3	6	5	8	9	8	6	5	8	5	6	1.422	1.2044	0.000000	0.000000	0.653985
m.535	370	4	6	2	6	2	5	7	1	4	4	1	4	3	6	4	4	0.520	0.5660	0.001725	0.000108	0.759665
m.5352	328	0	0	2	3	1	1	0	0	0	0	1	2	1	1	2	0	-0.481	-0.4106	0.983973	0.324175	0.996966
m.5354	547	8	9	14	11	5	8	11	11	12	14	12	12	14	12	14	10	1.985	2.1229	0.000000	0.000000	0.601180
m.5358	207	2	1	2	1	3	1	1	1	0	2	2	1	1	0	2	3	-0.238	-0.2230	0.830542	0.166679	0.979772
m.5364	172	6	7	8	8	6	6	8	5	7	8	5	8	8	6	7	5	1.169	1.1798	0.000000	0.000000	0.656765
m.5369	500	7	8	6	8	9	5	8	7	7	6	10	6	7	9	2	10	1.599	1.8903	0.000000	0.000000	0.608118
m.537	304	1	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	-0.391	-0.3574	0.961237	0.278657	0.994710
m.5372	300	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.706	-0.6741	0.995305	0.497183	0.997243
m.5376	135	0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	-0.685	-0.5921	0.998811	0.455610	0.997183
m.5382	195	1	1	2	2	2	1	1	1	2	1	2	2	2	2	2	2	-0.148	-0.1538	0.715778	0.118021	0.966155
m.5384	568	1	4	1	3	2	2	0	2	0	1	2	0	3	1	2	1	-0.140	-0.1336	0.677014	0.105562	0.961450
m.5390	842	2	8	9	9	2	3	9	4	5	4	4	7	6	6	5	6	1.438	1.4641	0.000000	0.000000	0.630330
m.5398	324	0	1	1	1	1	0	1	1	1	2	2	1	1	2	2	1	-0.000	-0.0003	0.397988	0.044674	0.923944
m.5400	164	5	7	8	7	5	5	6	6	6	5	5	5	6	5	6	5	0.949	0.7352	0.000140	0.000009	0.724788
m.5403	461	5	10	8	9	6	5	10	7	9	8	10	10	9	9	9	7	0.772	0.8984	0.000009	0.000001	0.695911
m.5407	595	5	9	7	7	6	6	7	8	8	6	4	6	7	5	8	4	1.401	1.3427	0.000000	0.000000	0.640161
m.5413	216	0	0	1	0	0	0	0	1	2	1	2	2	0	3	1	1	-0.246	-0.2052	0.803996	0.153345	0.976655
m.5415	188	4	3	5	4	4	4	4	1	4	3	5	4	2	4	4	2	0.881	0.7472	0.000116	0.000007	0.722512
m.5416	476	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	-0.487	-0.3897	0.976577	0.306456	0.996279
m.5422	1121	4	8	7	7	7	6	9	7	10	7	9	7	7	9	5	5	1.417	1.2506	0.000000	0.000000	0.649033
m.5425	415	13	18	18	16	13	15	18	19	17	16	23	21	17	18	16	23	2.754	2.6689	0.000000	0.000000	0.591229
m.5435	138	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	-0.430	-0.3859	0.975033	0.303207	0.996128
m.5439	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.590	-0.5479	1.000000	0.428337	0.997510
m.5442	167	8	7	9	8	10	10	8	8	10	10	13	11	10	11	8	12	1.484	1.7101	0.000000	0.000000	0.615625
m.5451	290	2	3	2	3	2	2	3	3	3	3	3	3	3	2	2	2	0.417	0.3567	0.022254	0.001564	0.811877
m.5457	390	1	1	1	0	1	1	0	0	1	1	0	1	1	2	1	0	-0.678	-0.6073	0.998169	0.464196	0.997107
m.5459	641	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.688	-0.6344	0.996932	0.478501	0.997059
m.5463	882	42	55	47	60	36	41	57	48	50	51	49	48	48	49	48	40	2.048	2.3148	0.000000	0.000000	0.596885
m.5465	622	1	0	2	3	1	1	2	1	3	4	2	4	1	2	3	1	0.185	0.1706	0.128656	0.010848	0.868378
m.5473	170	1	0	2	0	1	1	0	0	0	1	2	0	0	0	0	0	-0.741	-0.6794	0.995118	0.499479	0.997293
m.548	221	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	-0.718	-0.6664	0.995577	0.493766	0.997181
m.5484	707	2	4	2	1	1	1	3	3	1	2	1	2	1	2	1	1	-0.477	-0.4173	0.985977	0.329788	0.997138
m.5486	109	2	0	2	0	2	2	1	1	1	2	1	1	1	2	1	1	-0.492	-0.4737	0.996853	0.375232	0.997831
m.5487	105	0	0	1	0	1	0	0	0	1	1	1	1	0	2	0	0	-0.522	-0.5448	1.000000	0.426297	0.997535
m.5493	248	0	2	0	3	0	0	1	0	3	1	0	3	0	2	1	1	-0.161	-0.1587	0.724865	0.121168	0.967249
m.5494	170	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.599	-0.5513	0.999998	0.430556	0.997483
m.550	489	10	17	20	20	10	9	18	22	29	15	26	28	17	28	16	25	2.627	2.5025	0.000000	0.000000	0.593573
m.5502	228	5	5	6	7	6	5	5	4	6	8	6	7	7	6	7	4	1.277	1.0419	0.000001	0.000000	0.674244
m.5507	231	4	1	2	3	3	3	2	1	2	2	3	3	2	2	3	2	0.048	0.0470	0.306206	0.031270	0.908847
m.5510	229	5	4	5	5	4	4	6	4	7	6	9	7	6	7	6	4	0.796	0.8648	0.000016	0.000001	0.701492
m.5513	246	3	2	3	4	4	4	3	3	4	4	4	4	4	5	3	6	0.697	0.5833	0.001359	0.000085	0.755840
m.5516	387	7	4	4	5	5	6	5	2	7	6	5	7	6	8	6	5	1.069	0.9691	0.000002	0.000000	0.684794
m.5519	372	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	-0.632	-0.6338	0.996949	0.478198	0.997058
m.552	338	7	8	8	9	6	7	8	8	9	10	5	7	12	7	9	7	1.178	1.0600	0.000000	0.000000	0.671764
m.5522	429	3	3	4	3	2	2	1	2	4	3	3	5	2	3	2	0	0.418	0.3937	0.014804	0.001013	0.801771
m.5525	456	11	10	10	9	11	11	8	11	8	10	9	10	9	9	9	7	0.958	0.8726	0.000014	0.000001	0.700179
m.5528	192	0	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	-0.511	-0.4962	0.998845	0.392237	0.997825
m.5531	219	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	-0.763	-0.6752	0.995256	0.497663	0.997253
m.5534	255	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	2	-0.524	-0.4917	0.998534	0.388895	0.997836
m.5535	314	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-0.599	-0.4998	0.999061	0.394889	0.997814
m.5538	480	13	17	17	22	15	15	16	12	19	16	21	20	16	17	14	17	1.985	2.0060	0.000000	0.000000	0.604361
m.554	167	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-0.814	-0.7505	0.994474	0.526065	0.998506
m.5544	228	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-0.187	-0.1730	0.750621	0.130628	0.970331
m.5546	1101	4	8	10	12	3	3	11	4	12	14	4	9	10	13	9	1	1.344	1.3406	0.000000	0.000000	0.640349
m.555	591	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-0.657	-0.6020	0.998409	0.461249	0.997130
m.5564	236	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-0.660	-0.6039	0.998304	0.462311	0.997122
m.5581	320	3	5	4	4	4	3	6	4	6	4	5	3	3	4	4	3	0.168	0.1824	0.116888	0.009713	0.864564
m.5582	258	4	3	7	8	5	5	5	3	3	5	3	6	5	6	5	2	0.646	0.8007	0.000048	0.000003	0.712663
m.5583	175	2	3	4	4	3	2	3	5	5	3	3	4	2	4	3	5	0.431	0.3418	0.026083	0.001854	0.816060
m.5593	175	2	2	2	3	2	1	2	2	2	3	3	3	2	3	2	2	0.226	0.2262	0.080342	0.006350	0.850623
m.56	236	5	7	8	6	5	6	5	8	6	8	9	7	8	7	7	6	0.791	0.6711	0.000380	0.000023	0.737367
m.5603	203	3	1	2	2	1	0	1	2	1	2	2	1	2	0	2	3	-0.105	-0.1026	0.614176	0.088104	0.953651
m.5605	166	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	2	-0.704	-0.7136	0.994347	0.513218	0.997763
m.5606	190	1	4	2	6	1	2	4	4	3	4	3	3	3	2	4	2	0.534	0.4895	0.004716	0.000305	0.777411
m.5611	317	8	13	10	12	12	10	12	11	12	12	10	11	12	10	12	10	1.398	1.1880	0.000000	0.000000	0.655827
m.5613	134	5	6	7	5	7	6	6	4	6	6	6	6	6	5	5	5	0.996	0.9244	0.000006	0.000000	0.691724
m.5618	330	1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	-0.627	-0.5364	1.000000	0.420688	0.997599
m.5619	199	3	2	2	0	2	2	1	1	3	2	5	2	2	2	2	3	0.320	0.3144	0.034645	0.002518	0.823920
m.5620	959	2	2	3	1	2	1	2	1	2	2	0	1	1	0	2	0	-0.360	-0.3328	0.945901	0.257377	0.993046
m.5623	526	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	-0.764	-0.6480	0.996334	0.485200	0.997085
m.5624	813	8	6	5	4	7	6	5	5	8	9	7	11	7	7	6	9	1.309	1.4275	0.000000	0.000000	0.633087
m.5628	431	14	18	17	13	11	13	15	20	13	13	13	14	12	17	13	9	1.354	1.0777	0.000000	0.000000	0.669393
m.5634	149	5	4	11	8	5	5	9	9	7	6	5	6	7	6	8	5	1.355	1.2807	0.000000	0.000000	0.645990
m.5643	338	0	1	0	2	0	0	2	0	2	0	3	2	1	2	1	1	-0.093	-0.0888	0.585246	0.080987	0.949971
m.5644	430	9	10	14	8	11	9	9	9	12	12	11	10	9	7	11	9	1.504	1.8202	0.000000	0.000000	0.610771
m.5659	127	4	3	4	2	3	3	1	3	4	3	2	3	4	3	3	4	0.253	0.2771	0.050127	0.003766	0.834963
m.5664	242	11	12	14	12	8	9	14	16	12	13	12	13	11	14	12	8	1.441	1.3858	0.000000	0.000000	0.636441
m.5665	346	4	11	6	11	4	3	12	5	8	7	7	6	5	5	6	8	0.891	0.7947	0.000053	0.000003	0.713744
m.5669	235	2	0	1	1	1	1	0	1	2	1	0	1	2	1	1	0	-0.550	-0.4986	0.998971	0.394007	0.997818
m.5670	433	0	2	0	1	0	0	1	0	1	0	0	0	1	0	2	0	-0.474	-0.3893	0.976413	0.306115	0.996263
m.5676	297	2	2	2	3	2	2	3	1	3	1	4	2	3	2	3	2	0.271	0.2563	0.061063	0.004680	0.841284
m.5677	398	1	4	2	4	0	1	2	1	2	0	1	2	1	2	1	1	-0.334	-0.2934	0.913821	0.223639	0.989432
m.5679	145	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	-0.794	-0.6577	0.995921	0.489787	0.997126
m.5686	252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	-0.804	-0.7081	0.994434	0.511131	0.997671
m.5689	476	2	2	2	3	0	1	4	1	3	2	2	3	2	2	3	1	0.293	0.2705	0.053402	0.004037	0.836956
m.5692	394	1	1	1	1	0	2	1	4	0	1	0	0	1	0	1	0	-0.601	-0.5542	0.999944	0.432432	0.997459
m.5696	189	4	5	4	4	4	5	5	3	4	4	5	4	4	4	3	3	0.396	0.3803	0.017197	0.001188	0.805385
m.5712	270	0	0	4	1	0	1	1	0	2	3	1	3	2	1	1	1	0.060	0.0460	0.308035	0.031515	0.909171
m.5724	205	2	3	1	2	2	3	3	1	0	2	2	1	3	2	3	2	0.090	0.0772	0.253745	0.024553	0.898990
m.5735	289	0	0	1	1	1	0	0	0	0	1	0	2	0	0	1	1	-0.464	-0.4494	0.993354	0.356097	0.997679
m.5746	161	7	6	6	7	7	7	6	7	7	7	7	8	7	7	7	7	1.126	1.1374	0.000000	0.000000	0.661793
m.5747	202	1	0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	-0.853	-0.8088	0.997287	0.542607	0.999749
m.5752	384	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	-0.896	-0.8473	0.999991	0.551319	1.000000
m.5753	396	2	3	2	3	3	4	3	2	0	3	2	2	3	2	2	2	0.002	0.0013	0.394725	0.044157	0.923444
m.5755	241	2	3	3	3	2	2	3	1	2	3	3	3	2	3	3	4	0.276	0.2632	0.057233	0.004357	0.839175
m.5774	539	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	-0.573	-0.5316	1.000000	0.417429	0.997634
m.579	570	20	22	32	21	14	18	23	22	20	20	18	24	20	21	19	19	1.897	2.2851	0.000000	0.000000	0.597486
m.5798	414	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.816	-0.7187	0.994307	0.515112	0.997853
m.580	344	14	17	15	13	11	12	15	14	20	22	17	23	18	18	20	14	1.741	2.4472	0.000000	0.000000	0.594464
m.5803	326	2	2	2	2	2	2	1	0	3	2	3	3	1	3	1	2	-0.119	-0.1172	0.644200	0.096073	0.957408
m.5804	1293	3	4	11	5	8	6	6	8	6	9	8	5	13	6	9	2	0.938	0.9863	0.000002	0.000000	0.682219
m.5811	486	16	19	16	18	15	17	16	12	21	18	17	21	12	18	18	13	1.841	2.2848	0.000000	0.000000	0.597492
m.5813	899	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	1	-0.568	-0.5343	1.000000	0.419267	0.997615
m.5819	163	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	-0.537	-0.5141	0.999706	0.405225	0.997749
m.5828	1791	2	3	2	3	4	3	2	1	3	5	1	2	3	2	5	0	0.118	0.1186	0.191176	0.017316	0.885378
m.5833	121	1	0	1	1	1	1	0	2	2	2	1	1	1	1	2	3	0.049	0.0420	0.315399	0.032513	0.910467
m.5839	328	3	4	4	3	2	2	5	4	4	2	3	2	3	2	3	3	0.326	0.3552	0.022615	0.001591	0.812295
m.585	748	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	-0.801	-0.6663	0.995582	0.493721	0.997180
m.5851	386	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	-0.788	-0.6847	0.994955	0.501729	0.997350
m.5859	199	7	7	7	7	6	7	7	9	4	7	7	4	8	6	7	4	1.283	1.1869	0.000000	0.000000	0.655952
m.5862	284	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	-0.539	-0.5207	0.999888	0.409886	0.997709
m.5867	472	3	3	4	1	4	4	2	3	2	4	3	3	3	3	2	3	0.683	0.7534	0.000105	0.000006	0.721346
m.5868	232	0	0	1	0	1	1	1	0	0	1	2	0	1	1	1	1	-0.687	-0.6412	0.996624	0.481890	0.997067
m.5869	404	2	3	3	4	3	4	3	2	3	5	2	2	5	2	5	2	0.515	0.4273	0.010057	0.000673	0.792937
m.5870	1080	6	6	9	8	5	2	7	2	9	10	5	7	7	8	8	2	0.975	0.9412	0.000004	0.000000	0.689079
m.5881	363	3	4	4	4	3	5	5	4	3	7	9	5	7	5	8	5	1.165	1.3212	0.000000	0.000000	0.642117
m.5891	357	1	0	0	0	1	1	0	2	1	0	1	1	2	0	1	3	-0.382	-0.3159	0.933331	0.242818	0.991644
m.5892	125	5	5	6	4	4	5	6	5	5	8	6	5	7	5	6	3	1.066	1.1059	0.000000	0.000000	0.665727
m.5898	324	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	-0.606	-0.5900	0.998903	0.454392	0.997195
m.5900	332	2	1	2	1	2	1	1	1	2	1	1	1	2	1	2	1	-0.331	-0.3260	0.941048	0.251508	0.992508
m.5906	614	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	-0.679	-0.6023	0.998395	0.461417	0.997129
m.5911	687	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	-0.688	-0.5974	0.998604	0.458650	0.997153
m.5919	327	0	0	2	2	0	0	0	2	0	1	0	0	1	0	0	0	-0.714	-0.7323	0.994280	0.519975	0.998116
m.592	568	1	4	2	1	2	1	1	1	3	1	1	2	4	2	3	0	0.022	0.0214	0.354619	0.038056	0.917086
m.5921	124	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	-0.766	-0.8152	0.997824	0.544169	0.999843
m.5924	163	0	2	2	1	0	0	2	1	3	1	3	2	3	2	3	0	0.203	0.1875	0.112065	0.009255	0.862922
m.5940	470	6	16	5	17	6	4	17	5	14	12	9	14	11	17	10	8	1.675	1.2949	0.000000	0.000000	0.644603
m.5946	412	1	2	3	1	2	2	0	2	1	1	1	2	0	1	1	2	-0.382	-0.3405	0.951067	0.264034	0.993613
m.5947	328	2	5	6	7	4	3	5	3	5	4	4	3	4	3	4	3	0.652	0.6104	0.000927	0.000057	0.749974
m.595	591	3	4	3	3	5	5	4	4	7	5	6	7	6	3	5	4	0.683	0.6385	0.000617	0.000038	0.744050
m.5953	1295	21	32	24	27	19	20	28	23	27	26	24	25	32	27	29	24	1.593	1.7948	0.000000	0.000000	0.611812
m.5961	726	19	30	36	27	18	25	31	32	27	28	28	29	27	31	31	29	2.154	2.3108	0.000000	0.000000	0.596964
m.5981	145	2	5	4	4	4	4	4	3	4	3	3	5	3	3	4	2	0.414	0.3871	0.015943	0.001096	0.803545
m.599	163	1	0	2	2	3	3	2	0	0	2	1	1	2	0	2	1	-0.153	-0.1266	0.663145	0.101442	0.959749
m.60	320	5	4	4	3	5	5	4	4	3	2	2	3	2	4	4	2	0.161	0.1764	0.122765	0.010277	0.866500
m.6000	281	5	7	8	4	5	5	4	4	9	5	8	7	4	8	7	7	1.046	0.9355	0.000005	0.000000	0.689971
m.6006	339	17	27	20	24	18	17	23	18	24	18	23	22	20	21	21	20	1.167	1.6899	0.000000	0.000000	0.616617
m.6024	399	0	1	3	1	2	1	2	3	2	4	2	2	1	2	3	2	-0.013	-0.0124	0.422903	0.048731	0.927705
m.6025	191	2	3	1	3	2	2	5	1	3	2	3	3	2	3	2	3	0.273	0.2694	0.053966	0.004084	0.837290
m.604	626	5	5	6	7	6	5	7	5	8	5	5	7	5	8	6	7	1.083	1.3309	0.000000	0.000000	0.641226
m.6042	807	1	1	1	2	0	1	3	0	1	1	0	1	1	1	1	0	-0.758	-0.6642	0.995663	0.492771	0.997166
m.6043	332	0	0	2	0	0	1	0	0	1	0	3	1	1	1	0	1	-0.865	-0.7470	0.994409	0.524930	0.998428
m.6046	318	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.708	-0.5712	0.999551	0.443140	0.997325
m.6058	1126	0	1	0	1	0	0	3	0	0	0	1	0	0	0	0	0	-0.790	-0.6403	0.996673	0.481446	0.997066
m.606	401	11	12	10	9	10	11	11	11	6	13	8	5	12	5	12	8	1.575	1.6588	0.000000	0.000000	0.618211
m.6062	535	11	12	10	11	11	11	12	10	14	10	12	15	10	11	9	13	0.639	0.5893	0.001249	0.000078	0.754528
m.6067	290	4	4	2	2	3	3	4	2	3	4	2	3	4	2	3	3	0.074	0.0679	0.269319	0.026482	0.902037
m.6094	163	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.541	-0.4358	0.990638	0.345079	0.997503
m.6098	224	0	0	1	0	0	0	0	0	0	1	1	0	1	2	0	0	-0.679	-0.6345	0.996929	0.478551	0.997059
m.6100	310	1	4	3	5	0	1	5	5	4	7	7	4	7	2	5	5	0.715	0.6551	0.000483	0.000030	0.740622
m.6106	1183	5	8	7	6	7	5	6	6	3	7	8	7	5	6	6	3	0.931	0.9509	0.000003	0.000000	0.687574
m.611	550	4	3	8	5	5	4	4	8	7	6	10	6	5	4	5	7	0.972	0.8567	0.000019	0.000001	0.702866
m.612	679	29	48	43	52	29	31	51	37	50	40	35	44	39	47	39	32	2.340	2.6931	0.000000	0.000000	0.590921
m.6121	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.952	-0.8532	0.999997	0.552514	1.000000
m.6130	287	8	10	10	7	8	8	10	7	11	5	12	12	9	11	7	12	2.004	2.4025	0.000000	0.000000	0.595234
m.6137	829	1	2	2	3	2	1	2	1	2	3	2	1	1	2	2	2	0.034	0.0338	0.330758	0.034637	0.913112
m.6149	834	8	11	11	8	8	10	9	9	10	9	8	10	9	8	7	7	1.032	1.0284	0.000001	0.000000	0.676131
m.6153	459	2	1	2	1	3	2	1	2	2	2	4	2	3	2	2	3	-0.032	-0.0289	0.457515	0.054707	0.932745
m.616	1072	5	3	5	1	3	3	2	4	2	2	10	2	2	2	1	6	0.668	0.6481	0.000535	0.000033	0.742061
m.6160	246	3	4	7	5	3	3	4	5	7	4	7	5	4	6	6	7	1.473	1.4583	0.000000	0.000000	0.630755
m.6161	297	2	2	6	4	1	1	5	3	5	7	6	4	4	4	4	2	0.813	0.7085	0.000214	0.000013	0.729940
m.6174	243	11	12	14	14	10	11	15	14	14	16	13	13	15	11	18	15	1.203	1.5151	0.000000	0.000000	0.626761
m.6180	693	21	43	34	38	23	25	42	29	36	29	27	37	30	38	29	28	1.611	3.4597	0.000000	0.000000	0.583728
m.6186	860	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	-0.818	-0.8165	0.997937	0.544480	0.999860
m.6190	936	0	1	1	1	1	0	1	1	0	0	0	0	2	0	2	1	-0.381	-0.3345	0.947068	0.258846	0.993175
m.6192	463	6	13	11	12	7	9	14	11	20	12	14	19	14	18	13	17	2.199	1.6379	0.000000	0.000000	0.619330
m.6193	694	2	1	2	2	3	2	2	2	2	2	1	2	2	2	2	0	0.077	0.0782	0.252103	0.024353	0.898662
m.6203	143	5	5	7	6	6	6	7	6	7	6	8	7	7	9	6	8	1.216	1.2025	0.000000	0.000000	0.654196
m.6207	485	2	1	1	1	2	3	1	4	1	2	1	1	1	2	3	2	-0.269	-0.2415	0.855793	0.181055	0.982723
m.6212	640	18	32	25	30	19	17	29	21	28	20	29	26	20	28	20	22	2.525	3.0341	0.000000	0.000000	0.587141
m.6219	1290	2	2	3	3	2	4	2	2	3	4	3	4	3	3	5	2	0.406	0.3216	0.032187	0.002326	0.821834
m.6230	105	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	-0.733	-0.6404	0.996668	0.481495	0.997066
m.6233	239	0	3	2	3	0	0	3	3	5	2	2	3	1	3	3	4	0.438	0.4216	0.010751	0.000722	0.794413
m.6235	1030	1	1	2	2	2	2	2	3	1	2	2	2	2	1	1	0	-0.401	-0.4069	0.982799	0.321060	0.996861
m.6244	213	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	-0.539	-0.4987	0.998979	0.394081	0.997818
m.6258	470	3	2	2	3	3	4	2	2	3	5	2	4	3	4	2	3	0.649	0.6288	0.000711	0.000044	0.746077
m.6265	202	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	-0.987	-0.9235	0.999976	0.564193	1.000000
m.6266	564	8	17	12	13	6	8	16	11	19	12	23	20	7	21	14	18	1.326	1.2981	0.000000	0.000000	0.644295
m.6279	328	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	-0.543	-0.5424	1.000000	0.424707	0.997553
m.628	379	0	1	2	0	0	1	1	1	2	4	1	1	1	1	2	1	-0.330	-0.3168	0.934042	0.243591	0.991725
m.6293	273	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	-0.530	-0.4693	0.996329	0.371824	0.997817
m.631	168	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	-0.357	-0.2972	0.917346	0.226856	0.989834
m.6313	386	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.705	-0.6716	0.995373	0.496084	0.997221
m.6354	185	2	2	3	2	2	1	3	2	1	4	4	1	4	1	3	4	0.524	0.4958	0.004355	0.000281	0.775896
m.6361	1066	7	10	7	9	4	8	6	5	6	7	4	6	6	7	6	5	1.096	1.2303	0.000000	0.000000	0.651166
m.6363	693	1	2	2	1	2	1	1	3	2	3	1	1	1	1	2	2	-0.273	-0.2396	0.853308	0.179556	0.982433
m.637	726	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	-0.758	-0.6153	0.997814	0.468552	0.997080
m.6370	313	13	15	14	14	14	12	14	13	16	13	15	14	13	15	15	15	2.190	2.3859	0.000000	0.000000	0.595532
m.6404	402	0	3	4	2	2	4	2	3	3	6	6	1	4	2	3	4	0.709	0.5493	0.002164	0.000137	0.763422
m.6408	422	1	2	1	1	1	2	2	1	1	1	1	2	1	2	1	1	-0.430	-0.3985	0.979918	0.313951	0.996597
m.6410	391	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	-0.820	-0.7241	0.994283	0.517076	0.997954
m.6414	454	5	4	2	4	5	5	4	3	4	4	4	3	5	3	6	4	0.754	0.7351	0.000141	0.000009	0.724807
m.644	181	8	11	9	12	8	6	13	10	10	11	9	11	9	12	10	9	2.041	1.5390	0.000000	0.000000	0.625192
m.6458	848	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	-0.635	-0.5790	0.999291	0.447883	0.997268
m.6463	6996	10	11	6	9	11	11	10	7	8	6	9	8	9	14	11	7	0.946	0.8744	0.000014	0.000001	0.699878
m.6490	438	9	10	15	14	10	8	11	15	15	17	13	13	14	18	16	13	2.024	2.1006	0.000000	0.000000	0.601748
m.6492	285	2	3	2	2	3	2	3	2	3	2	4	2	3	4	3	3	0.612	0.5745	0.001535	0.000096	0.757778
m.6495	278	0	1	1	1	0	0	1	0	1	1	0	0	1	1	1	0	-0.606	-0.5897	0.998917	0.454217	0.997197
m.6499	297	8	10	9	11	8	7	11	7	11	9	9	11	9	9	10	7	1.385	1.1982	0.000000	0.000000	0.654676
m.650	554	0	1	2	1	1	0	1	1	0	0	2	1	0	0	0	0	-0.382	-0.3504	0.957209	0.272601	0.994280
m.6505	217	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	-0.763	-0.6590	0.995853	0.490389	0.997133
m.651	113	6	9	7	6	7	7	7	6	8	7	9	4	6	7	7	6	1.506	1.5055	0.000000	0.000000	0.627410
m.6511	281	4	9	9	10	3	6	6	7	7	7	5	7	6	6	6	7	1.252	1.1019	0.000000	0.000000	0.666239
m.6517	538	9	13	10	16	8	11	15	12	12	12	14	12	7	13	9	15	0.992	1.2526	0.000000	0.000000	0.648826
m.6522	302	6	7	11	6	8	4	6	10	16	8	34	13	7	16	6	25	1.809	1.4240	0.000000	0.000000	0.633359
m.6524	587	17	27	22	22	18	19	26	19	19	25	18	23	19	21	23	15	2.174	2.1718	0.000000	0.000000	0.599989
m.6534	473	2	0	0	1	0	0	0	0	1	2	0	1	3	1	0	0	-0.477	-0.4103	0.983876	0.323922	0.996958
m.6550	319	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	-0.651	-0.5885	0.998961	0.453517	0.997205
m.6554	533	11	9	9	13	11	9	12	6	18	13	13	17	11	16	12	11	0.981	0.8127	0.000039	0.000002	0.710519
m.6562	225	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	-0.583	-0.5822	0.999188	0.449799	0.997246
