Protein	Len	S0	S0	S0	S0	S0	S0	S0	S0	S1	S1	S1	S1	S1	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.5644	430	9	10	14	8	11	9	9	9	12	12	11	10	9	7	11	9	0.950	0.8879	0.000009	0.000001	0.699727
m.5659	127	4	3	4	2	3	3	1	3	4	3	2	3	4	3	3	4	0.294	0.2578	0.052578	0.003997	0.839637
m.5664	242	11	12	14	12	8	9	14	16	12	13	12	13	11	14	12	8	1.936	1.8174	0.000000	0.000000	0.617113
m.5665	346	4	11	6	11	4	3	12	5	8	7	7	6	5	5	6	8	0.740	0.8525	0.000017	0.000001	0.705429
m.5669	235	2	0	1	1	1	1	0	1	2	1	0	1	2	1	1	0	-0.584	-0.5723	0.999125	0.434679	0.992037
m.5670	433	0	2	0	1	0	0	1	0	1	0	0	0	1	0	2	0	-0.648	-0.5807	0.998667	0.440028	0.991851
m.5676	297	2	2	2	3	2	2	3	1	3	1	4	2	3	2	3	2	0.306	0.2875	0.039370	0.002916	0.830826
m.5677	398	1	4	2	4	0	1	2	1	2	0	1	2	1	2	1	1	-0.325	-0.2812	0.891034	0.200464	0.984669
m.5679	145	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	-0.504	-0.4694	0.995943	0.359885	0.993783
m.5686	252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	-0.816	-0.7323	0.986769	0.515520	0.991003
m.5689	476	2	2	2	3	0	1	4	1	3	2	2	3	2	2	3	1	-0.020	-0.0181	0.407635	0.045550	0.926733
m.5692	394	1	1	1	1	0	2	1	4	0	1	0	0	1	0	1	0	-0.776	-0.6852	0.990156	0.496226	0.990495
m.5696	189	4	5	4	4	4	5	5	3	4	4	5	4	4	4	3	3	0.671	0.6155	0.000727	0.000045	0.749410
m.5712	270	0	0	4	1	0	1	1	0	2	3	1	3	2	1	1	1	-0.202	-0.2021	0.781544	0.139949	0.972748
m.5724	205	2	3	1	2	2	3	3	1	0	2	2	1	3	2	3	2	0.349	0.3343	0.024348	0.001738	0.817428
m.5735	289	0	0	1	1	1	0	0	0	0	1	0	2	0	0	1	1	-0.630	-0.5482	1.000000	0.418659	0.992575
m.5746	161	7	6	6	7	7	7	6	7	7	7	7	8	7	7	7	7	1.207	1.3766	0.000000	0.000000	0.642101
m.5747	202	1	0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	-0.669	-0.6035	0.997113	0.453924	0.991370
m.5752	384	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	-0.684	-0.6088	0.996703	0.457023	0.991267
m.5753	396	2	3	2	3	3	4	3	2	0	3	2	2	3	2	2	2	0.157	0.1380	0.148516	0.012827	0.877135
m.5755	241	2	3	3	3	2	2	3	1	2	3	3	3	2	3	3	4	0.231	0.1885	0.098375	0.008008	0.861015
m.5774	539	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	-0.629	-0.5885	0.998183	0.444885	0.991681
m.579	570	20	22	32	21	14	18	23	22	20	20	18	24	20	21	19	19	1.922	1.7194	0.000000	0.000000	0.621145
m.5798	414	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.734	-0.7083	0.988338	0.506130	0.990632
m.580	344	14	17	15	13	11	12	15	14	20	22	17	23	18	18	20	14	2.263	3.1463	0.000000	0.000000	0.592006
m.5803	326	2	2	2	2	2	2	1	0	3	2	3	3	1	3	1	2	0.376	0.3473	0.021193	0.001499	0.813816
m.5804	1293	3	4	11	5	8	6	6	8	6	9	8	5	13	6	9	2	1.391	1.4477	0.000000	0.000000	0.636628
m.5811	486	16	19	16	18	15	17	16	12	21	18	17	21	12	18	18	13	2.749	2.0762	0.000000	0.000000	0.608727
m.5813	899	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	1	-0.615	-0.5575	0.999751	0.424958	0.992369
m.5819	163	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	-0.811	-0.7873	0.984887	0.533835	0.992782
m.5828	1791	2	3	2	3	4	3	2	1	3	5	1	2	3	2	5	0	0.218	0.2044	0.085728	0.006862	0.856021
m.5833	121	1	0	1	1	1	1	0	2	2	2	1	1	1	1	2	3	-0.424	-0.3948	0.975451	0.297542	0.992894
m.5839	328	3	4	4	3	2	2	5	4	4	2	3	2	3	2	3	3	0.279	0.2489	0.057202	0.004383	0.842322
m.585	748	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	-0.846	-0.6976	0.989160	0.501650	0.990543
m.5851	386	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	-0.711	-0.6092	0.996679	0.457255	0.991260
m.5859	199	7	7	7	7	6	7	7	9	4	7	7	4	8	6	7	4	1.194	1.2287	0.000000	0.000000	0.655706
m.5862	284	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	-0.706	-0.6424	0.993877	0.475514	0.990736
m.5867	472	3	3	4	1	4	4	2	3	2	4	3	3	3	3	2	3	0.207	0.1838	0.102386	0.008377	0.862500
m.5868	232	0	0	1	0	1	1	1	0	0	1	2	0	1	1	1	1	-0.427	-0.4219	0.985371	0.320692	0.993544
m.5869	404	2	3	3	4	3	4	3	2	3	5	2	2	5	2	5	2	0.253	0.2203	0.074431	0.005862	0.851076
m.5870	1080	6	6	9	8	5	2	7	2	9	10	5	7	7	8	8	2	0.903	0.9541	0.000003	0.000000	0.689654
m.5881	363	3	4	4	4	3	5	5	4	3	7	9	5	7	5	8	5	1.006	0.8438	0.000020	0.000001	0.706864
m.5891	357	1	0	0	0	1	1	0	2	1	0	1	1	2	0	1	3	-0.335	-0.3083	0.918435	0.223042	0.987537
m.5892	125	5	5	6	4	4	5	6	5	5	8	6	5	7	5	6	3	1.367	1.1345	0.000000	0.000000	0.666006
m.5898	324	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	-0.493	-0.4616	0.994716	0.353606	0.993811
m.5900	332	2	1	2	1	2	1	1	1	2	1	1	1	2	1	2	1	-0.218	-0.1934	0.766853	0.133928	0.971115
m.5906	614	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	-0.695	-0.5811	0.998640	0.440280	0.991842
m.5911	687	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	-0.585	-0.5145	0.999850	0.394651	0.993245
m.5919	327	0	0	2	2	0	0	0	2	0	1	0	0	1	0	0	0	-0.707	-0.6337	0.994639	0.470917	0.990850
m.592	568	1	4	2	1	2	1	1	1	3	1	1	2	4	2	3	0	-0.235	-0.2244	0.816873	0.156013	0.976647
m.5921	124	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	-0.926	-0.8909	0.991210	0.558101	0.998488
m.5924	163	0	2	2	1	0	0	2	1	3	1	3	2	3	2	3	0	0.011	0.0100	0.350669	0.037035	0.918125
m.5940	470	6	16	5	17	6	4	17	5	14	12	9	14	11	17	10	8	1.904	2.3232	0.000000	0.000000	0.602835
m.5946	412	1	2	3	1	2	2	0	2	1	1	1	2	0	1	1	2	-0.392	-0.3418	0.945652	0.251693	0.990265
m.5947	328	2	5	6	7	4	3	5	3	5	4	4	3	4	3	4	3	0.717	0.8601	0.000015	0.000001	0.704186
m.595	591	3	4	3	3	5	5	4	4	7	5	6	7	6	3	5	4	0.842	0.8480	0.000018	0.000001	0.706170
m.5953	1295	21	32	24	27	19	20	28	23	27	26	24	25	32	27	29	24	1.573	1.2666	0.000000	0.000000	0.651927
m.5961	726	19	30	36	27	18	25	31	32	27	28	28	29	27	31	31	29	1.955	2.5876	0.000000	0.000000	0.598200
m.5981	145	2	5	4	4	4	4	4	3	4	3	3	5	3	3	4	2	0.392	0.3878	0.013552	0.000932	0.802872
m.599	163	1	0	2	2	3	3	2	0	0	2	1	1	2	0	2	1	-0.445	-0.4586	0.994212	0.351173	0.993815
m.60	320	5	4	4	3	5	5	4	4	3	2	2	3	2	4	4	2	0.582	0.6417	0.000497	0.000031	0.744027
m.6000	281	5	7	8	4	5	5	4	4	9	5	8	7	4	8	7	7	1.383	1.4571	0.000000	0.000000	0.635954
m.6006	339	17	27	20	24	18	17	23	18	24	18	23	22	20	21	21	20	2.253	2.6361	0.000000	0.000000	0.597493
m.6024	399	0	1	3	1	2	1	2	3	2	4	2	2	1	2	3	2	0.020	0.0194	0.332395	0.034486	0.915193
m.6025	191	2	3	1	3	2	2	5	1	3	2	3	3	2	3	2	3	0.514	0.5468	0.001891	0.000120	0.764216
m.604	626	5	5	6	7	6	5	7	5	8	5	5	7	5	8	6	7	0.693	0.7210	0.000149	0.000009	0.728554
m.6042	807	1	1	1	2	0	1	3	0	1	1	0	1	1	1	1	0	-0.673	-0.6593	0.992388	0.484067	0.990572
m.6043	332	0	0	2	0	0	1	0	0	1	0	3	1	1	1	0	1	-0.564	-0.5424	1.000000	0.414657	0.992700
m.6046	318	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.893	-0.8054	0.984948	0.538966	0.993635
m.6058	1126	0	1	0	1	0	0	3	0	0	0	1	0	0	0	0	0	-0.908	-0.8593	0.987635	0.551932	0.996688
m.606	401	11	12	10	9	10	11	11	11	6	13	8	5	12	5	12	8	1.492	1.3170	0.000000	0.000000	0.647216
m.6062	535	11	12	10	11	11	11	12	10	14	10	12	15	10	11	9	13	1.646	2.0331	0.000000	0.000000	0.609945
m.6067	290	4	4	2	2	3	3	4	2	3	4	2	3	4	2	3	3	0.807	0.8125	0.000034	0.000002	0.712138
m.6094	163	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.501	-0.4570	0.993906	0.349871	0.993816
m.6098	224	0	0	1	0	0	0	0	0	0	1	1	0	1	2	0	0	-0.626	-0.5842	0.998456	0.442221	0.991774
m.6100	310	1	4	3	5	0	1	5	5	4	7	7	4	7	2	5	5	1.034	1.0722	0.000000	0.000000	0.673566
m.6106	1183	5	8	7	6	7	5	6	6	3	7	8	7	5	6	6	3	0.864	0.9227	0.000005	0.000000	0.694336
m.611	550	4	3	8	5	5	4	4	8	7	6	10	6	5	4	5	7	1.023	1.1617	0.000000	0.000000	0.662896
m.612	679	29	48	43	52	29	31	51	37	50	40	35	44	39	47	39	32	2.737	3.4212	0.000000	0.000000	0.589858
m.6121	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.477	-0.4230	0.985708	0.321622	0.993562
m.6130	287	8	10	10	7	8	8	10	7	11	5	12	12	9	11	7	12	1.906	1.8388	0.000000	0.000000	0.616308
m.6137	829	1	2	2	3	2	1	2	1	2	3	2	1	1	2	2	2	-0.071	-0.0684	0.515234	0.064445	0.941359
m.6149	834	8	11	11	8	8	10	9	9	10	9	8	10	9	8	7	7	1.204	1.2336	0.000000	0.000000	0.655206
m.6153	459	2	1	2	1	3	2	1	2	2	2	4	2	3	2	2	3	0.231	0.1964	0.091916	0.007419	0.858528
m.616	1072	5	3	5	1	3	3	2	4	2	2	10	2	2	2	1	6	0.182	0.1567	0.128087	0.010811	0.871128
m.6160	246	3	4	7	5	3	3	4	5	7	4	7	5	4	6	6	7	1.107	1.1691	0.000000	0.000000	0.662069
m.6161	297	2	2	6	4	1	1	5	3	5	7	6	4	4	4	4	2	0.801	0.7275	0.000134	0.000008	0.727338
m.6174	243	11	12	14	14	10	11	15	14	14	16	13	13	15	11	18	15	2.166	2.4011	0.000000	0.000000	0.601317
m.6180	693	21	43	34	38	23	25	42	29	36	29	27	37	30	38	29	28	3.041	4.7918	0.000000	0.000000	0.585407
m.6186	860	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	-0.622	-0.5731	0.999074	0.435194	0.992019
m.6190	936	0	1	1	1	1	0	1	1	0	0	0	0	2	0	2	1	-0.422	-0.3971	0.976413	0.299521	0.992966
m.6192	463	6	13	11	12	7	9	14	11	20	12	14	19	14	18	13	17	1.895	1.6416	0.000000	0.000000	0.624833
m.6193	694	2	1	2	2	3	2	2	2	2	2	1	2	2	2	2	0	0.031	0.0276	0.316833	0.032379	0.912616
m.6203	143	5	5	7	6	6	6	7	6	7	6	8	7	7	9	6	8	1.465	1.3257	0.000000	0.000000	0.646439
m.6207	485	2	1	1	1	2	3	1	4	1	2	1	1	1	2	3	2	0.031	0.0309	0.310672	0.031560	0.911575
m.6212	640	18	32	25	30	19	17	29	21	28	20	29	26	20	28	20	22	2.727	2.7953	0.000000	0.000000	0.595447
m.6219	1290	2	2	3	3	2	4	2	2	3	4	3	4	3	3	5	2	0.422	0.4701	0.005102	0.000335	0.782043
m.6230	105	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	-0.813	-0.7651	0.985303	0.526954	0.991910
m.6233	239	0	3	2	3	0	0	3	3	5	2	2	3	1	3	3	4	0.118	0.1272	0.161366	0.014132	0.880617
m.6235	1030	1	1	2	2	2	2	2	3	1	2	2	2	2	1	1	0	-0.492	-0.4118	0.982050	0.312113	0.993351
m.6244	213	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	-0.643	-0.5736	0.999038	0.435515	0.992008
m.6258	470	3	2	2	3	3	4	2	2	3	5	2	4	3	4	2	3	0.280	0.2862	0.039882	0.002958	0.831207
m.6265	202	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	-0.844	-0.8166	0.985181	0.541936	0.994218
m.6266	564	8	17	12	13	6	8	16	11	19	12	23	20	7	21	14	18	2.303	2.6256	0.000000	0.000000	0.597642
m.6279	328	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	-0.645	-0.6341	0.994597	0.471131	0.990844
m.628	379	0	1	2	0	0	1	1	1	2	4	1	1	1	1	2	1	-0.481	-0.4514	0.992848	0.345294	0.993810
m.6293	273	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	-0.658	-0.6206	0.995757	0.463744	0.991055
m.631	168	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	-0.638	-0.5276	1.000000	0.404198	0.993001
m.6313	386	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.816	-0.7578	0.985552	0.524544	0.991668
m.6354	185	2	2	3	2	2	1	3	2	1	4	4	1	4	1	3	4	0.451	0.4384	0.007513	0.000502	0.789847
m.6361	1066	7	10	7	9	4	8	6	5	6	7	4	6	6	7	6	5	0.998	0.9306	0.000004	0.000000	0.693142
m.6363	693	1	2	2	1	2	1	1	3	2	3	1	1	1	1	2	2	-0.195	-0.1821	0.747037	0.126323	0.968900
m.637	726	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	-0.876	-0.7995	0.984883	0.537339	0.993344
m.6370	313	13	15	14	14	14	12	14	13	16	13	15	14	13	15	15	15	2.137	2.2022	0.000000	0.000000	0.605501
m.6404	402	0	3	4	2	2	4	2	3	3	6	6	1	4	2	3	4	0.684	0.6985	0.000211	0.000013	0.732823
m.6408	422	1	2	1	1	1	2	2	1	1	1	1	2	1	2	1	1	-0.847	-0.7714	0.985135	0.528975	0.992137
m.6410	391	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	-0.801	-0.7974	0.984873	0.536749	0.993243
m.6414	454	5	4	2	4	5	5	4	3	4	4	4	3	5	3	6	4	0.425	0.4141	0.010017	0.000678	0.796014
m.644	181	8	11	9	12	8	6	13	10	10	11	9	11	9	12	10	9	1.915	2.2454	0.000000	0.000000	0.604503
m.6458	848	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	-0.517	-0.4820	0.997550	0.369872	0.993693
m.6463	6996	10	11	6	9	11	11	10	7	8	6	9	8	9	14	11	7	1.403	1.4215	0.000000	0.000000	0.638567
m.6490	438	9	10	15	14	10	8	11	15	15	17	13	13	14	18	16	13	2.050	1.8626	0.000000	0.000000	0.615441
m.6492	285	2	3	2	2	3	2	3	2	3	2	4	2	3	4	3	3	0.053	0.0478	0.280111	0.027626	0.906209
m.6495	278	0	1	1	1	0	0	1	0	1	1	0	0	1	1	1	0	-0.440	-0.4047	0.979442	0.306045	0.993181
m.6499	297	8	10	9	11	8	7	11	7	11	9	9	11	9	9	10	7	1.593	1.2744	0.000000	0.000000	0.651174
m.650	554	0	1	2	1	1	0	1	1	0	0	2	1	0	0	0	0	-0.223	-0.2085	0.792024	0.144469	0.973910
m.6505	217	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	-0.589	-0.4923	0.998541	0.377885	0.993581
m.651	113	6	9	7	6	7	7	7	6	8	7	9	4	6	7	7	6	1.331	1.0822	0.000000	0.000000	0.672310
m.6511	281	4	9	9	10	3	6	6	7	7	7	5	7	6	6	6	7	1.055	1.0715	0.000000	0.000000	0.673654
m.6517	538	9	13	10	16	8	11	15	12	12	12	14	12	7	13	9	15	1.667	2.1601	0.000000	0.000000	0.606525
m.6522	302	6	7	11	6	8	4	6	10	16	8	34	13	7	16	6	25	2.036	2.2216	0.000000	0.000000	0.605046
m.6524	587	17	27	22	22	18	19	26	19	19	25	18	23	19	21	23	15	2.622	3.1827	0.000000	0.000000	0.591696
m.6534	473	2	0	0	1	0	0	0	0	1	2	0	1	3	1	0	0	-0.632	-0.5728	0.999094	0.435001	0.992026
m.6550	319	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	-0.678	-0.6371	0.994354	0.472729	0.990803
m.6554	533	11	9	9	13	11	9	12	6	18	13	13	17	11	16	12	11	1.774	1.8717	0.000000	0.000000	0.615116
m.6562	225	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	-0.685	-0.5837	0.998483	0.441909	0.991785
m.657	677	7	8	6	8	6	7	6	4	9	7	7	9	8	8	9	4	1.370	1.2718	0.000000	0.000000	0.651424
m.6574	602	1	3	6	2	0	0	3	2	1	4	1	1	2	3	3	3	-0.027	-0.0244	0.420817	0.047652	0.928625
m.6586	314	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	-0.760	-0.7268	0.987099	0.513447	0.990897
m.6593	1058	17	24	25	23	15	15	20	17	15	16	18	18	19	17	15	13	2.031	1.4025	0.000000	0.000000	0.640029
m.6599	345	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	-0.700	-0.6373	0.994335	0.472835	0.990801
m.6603	632	1	1	1	1	1	0	1	1	1	2	0	2	2	2	1	1	-0.554	-0.5311	1.000000	0.406704	0.992932
m.6613	526	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.882	-0.7211	0.987448	0.511249	0.990800
m.6614	1203	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	-0.541	-0.4821	0.997559	0.369951	0.993692
m.6620	708	5	6	6	9	6	5	9	5	8	2	5	7	3	6	5	5	0.697	0.7165	0.000160	0.000010	0.729400
m.6627	1941	57	102	102	100	57	56	103	98	78	90	87	75	87	71	98	71	3.065	5.7192	0.000000	0.000000	0.584259
m.6645	175	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	0	-0.984	-1.0014	0.999981	0.573076	1.000000
m.6650	137	2	2	0	2	3	2	1	0	1	0	0	2	1	1	1	0	-0.903	-0.8063	0.984959	0.539210	0.993680
m.6654	227	3	3	2	2	2	2	4	2	3	1	5	2	1	2	2	4	0.231	0.2203	0.074431	0.005862	0.851076
m.6678	2678	4	6	6	2	3	1	5	4	6	5	2	5	6	2	5	2	0.181	0.1630	0.121709	0.010197	0.869114
m.6688	381	1	2	2	3	1	1	2	5	2	2	3	1	2	4	3	1	-0.261	-0.2183	0.807547	0.151532	0.975622
m.6692	457	0	1	1	1	0	1	2	1	0	2	0	0	2	1	3	2	0.042	0.0361	0.301091	0.030304	0.909930
m.6698	487	14	22	21	31	14	15	30	22	22	24	15	19	24	19	23	17	1.641	1.9550	0.000000	0.000000	0.612319
m.6705	727	11	9	12	14	12	11	8	12	10	12	15	12	11	11	13	13	1.544	1.2324	0.000000	0.000000	0.655328
m.6707	440	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	-0.561	-0.5472	1.000000	0.417973	0.992597
m.671	663	0	0	1	0	0	0	1	0	1	2	2	0	2	0	2	4	0.134	0.1194	0.171134	0.015143	0.883136
m.6717	339	1	1	1	1	0	1	1	1	0	2	0	0	1	1	1	1	-0.554	-0.5235	1.000000	0.401239	0.993080
m.6724	676	4	7	8	7	5	5	6	9	4	8	4	6	8	3	8	7	0.841	0.8449	0.000019	0.000001	0.706682
m.6735	993	0	0	1	2	0	1	1	0	0	1	2	2	1	1	2	1	-0.526	-0.4531	0.993175	0.346687	0.993813
m.6750	260	12	7	10	8	10	11	6	12	10	10	11	10	10	12	11	13	1.110	0.9518	0.000003	0.000000	0.689991
m.6751	684	1	1	0	0	0	0	2	0	1	0	0	2	0	1	0	0	-0.379	-0.3655	0.960831	0.272205	0.991681
m.6756	433	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	-0.846	-0.7452	0.986086	0.520204	0.991304
m.6764	636	0	4	2	3	1	0	3	3	1	2	1	0	3	1	2	1	-0.688	-0.6300	0.994946	0.468922	0.990904
m.6771	349	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.638	-0.6049	0.997012	0.454748	0.991343
m.6777	271	3	3	4	2	2	3	2	2	3	4	3	3	4	3	4	3	0.712	0.6528	0.000422	0.000026	0.741788
m.6795	338	2	1	2	1	1	2	1	1	1	2	1	0	2	0	2	1	-0.477	-0.4497	0.992502	0.343897	0.993806
m.681	2015	36	60	55	60	33	37	56	46	66	48	73	61	49	63	45	58	1.545	2.1055	0.000000	0.000000	0.607933
m.6811	526	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.586	-0.5258	1.000000	0.402902	0.993035
m.6816	173	2	2	2	4	3	3	3	3	2	2	4	3	2	2	2	2	-0.107	-0.0998	0.583058	0.078817	0.949830
m.6822	465	4	4	4	4	4	4	3	3	4	4	4	4	5	4	4	4	0.092	0.1011	0.195684	0.017760	0.889053
m.6835	423	5	4	6	5	3	4	6	5	3	4	5	4	6	4	4	4	0.633	0.6737	0.000308	0.000019	0.737638
m.6841	251	0	0	0	1	1	0	0	1	0	0	2	0	1	0	1	0	-0.541	-0.4702	0.996051	0.360524	0.993779
m.6844	389	9	7	2	6	10	9	6	3	9	10	10	9	6	8	10	11	1.529	1.7297	0.000000	0.000000	0.620692
m.6853	404	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	-0.576	-0.5416	1.000000	0.414101	0.992717
m.6854	281	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	-0.717	-0.6013	0.997290	0.452623	0.991414
m.6864	607	0	1	2	0	0	0	0	1	0	0	2	0	0	0	0	1	-0.777	-0.7231	0.987333	0.512026	0.990832
m.6865	1038	2	2	0	2	2	1	1	1	1	1	0	1	1	1	2	0	-0.695	-0.5808	0.998660	0.440091	0.991848
m.6868	946	4	7	8	7	3	2	4	4	6	7	5	5	5	2	5	3	0.521	0.5294	0.002384	0.000152	0.768135
m.6883	567	16	14	17	13	14	14	11	15	18	15	18	17	18	19	21	15	2.885	2.2445	0.000000	0.000000	0.604523
m.6885	153	0	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	-0.692	-0.6106	0.996580	0.458064	0.991234
m.6935	148	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-0.466	-0.4272	0.986951	0.325165	0.993624
m.694	857	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1	-0.795	-0.7271	0.987082	0.513561	0.990902
m.6949	182	0	1	0	1	0	0	1	0	2	0	2	1	0	1	0	1	-0.854	-0.7305	0.986871	0.514847	0.990967
m.6956	142	0	0	0	1	0	0	0	1	2	0	1	1	0	1	2	0	-0.225	-0.1992	0.776694	0.137926	0.972211
m.6968	331	1	1	1	0	1	0	1	1	1	1	1	0	1	1	2	1	-0.568	-0.5226	1.000000	0.400586	0.993097
m.6975	388	5	3	3	1	3	4	1	3	3	4	4	3	3	2	3	3	0.506	0.4522	0.006359	0.000421	0.786417
m.6977	342	2	2	4	3	1	1	4	4	2	5	4	0	4	2	4	2	0.545	0.4647	0.005455	0.000359	0.783353
m.698	256	2	1	2	1	1	1	1	0	1	2	0	0	1	0	1	0	-0.553	-0.4609	0.994602	0.353039	0.993812
m.6990	479	7	8	7	6	6	7	8	8	6	7	6	3	8	5	9	9	1.087	1.4131	0.000000	0.000000	0.639207
m.7005	1086	15	29	20	27	13	15	30	22	28	29	14	25	27	27	29	13	1.743	1.7250	0.000000	0.000000	0.620898
m.7042	188	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	-0.867	-0.8204	0.985296	0.542909	0.994424
m.7051	436	0	1	0	0	0	0	1	0	0	1	0	0	1	0	2	0	-0.749	-0.7062	0.988504	0.505265	0.990611
m.707	329	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	-0.568	-0.5811	0.998640	0.440280	0.991842
m.7103	496	4	3	4	3	3	5	3	3	5	4	3	3	3	6	3	2	0.187	0.1819	0.104044	0.008531	0.863102
m.7107	168	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	-0.649	-0.5851	0.998400	0.442781	0.991754
m.711	289	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	-0.592	-0.5462	1.000000	0.417285	0.992618
m.7111	267	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	-0.431	-0.4036	0.979027	0.305102	0.993152
m.7115	1367	1	2	1	2	4	2	2	2	3	3	1	4	4	3	2	1	0.246	0.2504	0.056399	0.004316	0.841868
m.7131	978	2	1	2	1	2	2	1	1	2	1	3	2	1	1	1	3	-0.092	-0.0799	0.540171	0.069471	0.944528
m.7140	275	7	2	4	2	6	4	3	2	4	3	4	3	2	2	4	0	-0.201	-0.1819	0.746680	0.126190	0.968860
m.7159	1549	4	2	3	3	4	3	3	3	3	7	3	2	7	3	7	3	0.661	0.6397	0.000512	0.000032	0.744433
m.7183	139	3	2	2	1	3	3	2	3	5	2	3	2	1	1	2	2	0.150	0.1241	0.165198	0.014527	0.881618
m.7185	949	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	-0.258	-0.2589	0.864658	0.182477	0.981847
m.720	102	1	2	2	3	1	1	2	2	1	2	2	1	1	1	2	2	-0.250	-0.2193	0.809099	0.152263	0.975792
m.7206	974	4	5	5	6	5	4	5	5	6	6	4	6	8	6	8	5	0.764	0.6777	0.000290	0.000018	0.736854
m.7209	320	0	1	2	1	0	1	1	2	0	1	4	1	1	0	1	2	-0.541	-0.5250	1.000000	0.402325	0.993051
m.721	1283	0	0	0	0	0	1	2	2	0	1	1	0	1	0	2	0	-0.462	-0.4102	0.981477	0.310748	0.993315
m.7210	168	1	1	1	1	1	1	2	1	1	0	2	1	1	1	1	1	-0.592	-0.5580	0.999739	0.425293	0.992358
m.7211	854	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0	1	-0.633	-0.5884	0.998189	0.444824	0.991683
m.7240	672	1	3	5	2	0	2	4	2	2	1	4	2	0	2	1	2	-0.143	-0.1258	0.637839	0.092287	0.956380
m.7242	348	0	0	1	1	0	0	1	2	0	0	1	0	1	0	0	0	-0.699	-0.6023	0.997217	0.453216	0.991394
m.725	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.789	-0.7072	0.988421	0.505678	0.990621
m.7262	373	17	14	19	13	18	17	13	19	17	12	18	14	13	15	13	13	1.431	1.4914	0.000000	0.000000	0.633591
m.7275	197	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.628	-0.5913	0.997977	0.446603	0.991621
m.7276	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.653	-0.6177	0.995995	0.462115	0.991105
m.7285	870	1	1	1	0	1	1	1	2	1	1	0	1	2	2	2	0	-0.340	-0.3101	0.920079	0.224565	0.987706
m.7288	361	3	4	3	4	3	3	6	4	4	4	4	4	3	4	2	3	0.391	0.3408	0.022722	0.001615	0.815616
