Protein	Len	S0	S0	S0	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.20941	628	13	21	12	16	14	10	0.377	0.9926	0.002188	0.000151	0.668680
m.20945	770	10	8	5	8	14	4	0.522	0.9506	0.003550	0.000248	0.680150
m.20950	164	1	0	0	0	2	0	-0.202	-0.1917	1.000000	0.341358	0.827392
m.20951	166	0	0	0	0	3	0	-0.105	-0.0975	1.000000	0.288192	0.859456
m.20957	639	33	29	25	27	32	22	0.108	0.3527	0.495920	0.047856	0.870193
m.20959	229	15	25	9	26	18	5	1.121	2.9866	0.000000	0.000000	0.478756
m.20967	304	3	6	2	4	1	0	0.556	0.7586	0.026670	0.001930	0.738881
m.20978	138	13	13	7	15	12	9	0.856	1.9082	0.000000	0.000000	0.524922
m.20979	350	0	3	2	3	3	0	0.260	0.3506	0.500683	0.048466	0.870692
m.20992	502	2	1	2	3	1	0	0.337	0.4416	0.312034	0.026986	0.845690
m.21	461	47	80	58	77	65	63	0.299	1.7032	0.000000	0.000000	0.544423
m.21000	372	10	16	11	13	14	7	0.263	0.6755	0.057008	0.004217	0.766796
m.21001	182	0	0	0	0	1	1	-0.194	-0.1804	1.000000	0.335428	0.831971
m.21002	259	2	2	5	0	5	1	-1.168	-1.4060	0.005927	0.465432	0.001042
m.21013	777	0	0	0	0	1	2	-0.076	-0.0737	1.000000	0.273620	0.865658
m.21018	369	3	3	5	4	3	2	-0.199	-0.3096	1.000000	0.394738	0.763746
m.21023	149	3	3	2	1	3	1	-0.439	-0.4260	1.000000	0.431986	0.663290
m.21024	188	4	3	2	6	5	2	0.996	1.4004	0.000008	0.000000	0.584039
m.21046	141	3	3	2	3	4	4	0.444	0.5309	0.176402	0.014104	0.816604
m.21047	294	7	9	6	9	14	6	0.426	0.9218	0.004905	0.000345	0.688324
m.21052	665	1	4	2	1	4	1	-0.457	-0.4885	0.989592	0.446228	0.590642
m.2107	529	16	15	13	23	18	14	0.607	1.8156	0.000000	0.000000	0.533102
m.21074	449	3	3	2	3	4	0	0.379	0.4685	0.265558	0.022367	0.837257
m.21131	238	0	1	2	0	3	0	-0.560	-0.6004	0.895986	0.462948	0.439524
m.21152	377	8	7	7	4	9	4	-0.402	-0.7075	0.728477	0.470603	0.294338
m.21153	225	3	6	4	7	7	5	0.549	0.8741	0.008250	0.000585	0.702392
m.21167	266	1	0	0	0	0	0	-0.196	-0.1792	1.000000	0.334790	0.832445
m.21179	265	20	25	13	28	21	18	0.798	2.4637	0.000000	0.000000	0.492994
m.21180	384	2	1	1	4	2	0	0.957	1.1273	0.000417	0.000027	0.635589
m.212	347	4	5	5	4	6	4	-0.046	-0.0665	1.000000	0.269144	0.867409
m.21217	277	2	1	1	1	2	1	-0.058	-0.0585	1.000000	0.264139	0.869289
m.21223	127	1	2	3	3	5	3	-0.043	-0.0549	0.999932	0.261877	0.870113
m.21227	279	3	1	2	1	0	2	-0.475	-0.4449	1.000000	0.436688	0.642682
m.21267	565	1	0	1	3	2	0	0.772	0.8931	0.006723	0.000475	0.696711
m.21268	784	3	10	6	0	8	4	-1.333	-1.6858	0.000178	0.463262	0.000028
m.21281	322	0	2	0	0	3	0	-0.065	-0.0597	1.000000	0.264892	0.869011
m.21313	552	10	19	12	18	25	14	0.471	1.3180	0.000030	0.000002	0.597688
m.21346	340	11	9	7	8	9	6	0.137	0.2666	0.692819	0.077763	0.886777
m.2136	361	0	4	1	1	0	1	-0.240	-0.2292	1.000000	0.360050	0.810483
m.21375	111	0	2	2	3	3	2	0.246	0.3123	0.588883	0.060613	0.879006
m.21376	204	3	2	2	0	4	0	-0.492	-0.5063	0.980346	0.449605	0.567948
m.21379	246	18	26	14	25	20	13	0.614	1.8486	0.000000	0.000000	0.530074
m.21388	376	2	0	0	0	3	0	0.002	0.0025	0.994687	0.225241	0.881449
m.21390	125	21	24	15	28	19	17	0.634	2.0438	0.000000	0.000000	0.514614
m.21416	355	2	3	2	2	2	1	-0.066	-0.0778	1.000000	0.276156	0.864636
m.21438	701	17	21	12	17	23	8	0.388	0.9692	0.002871	0.000199	0.675003
m.21445	216	0	1	0	0	1	0	-0.198	-0.1922	1.000000	0.341617	0.827184
m.21457	115	3	12	7	13	8	9	0.651	1.4039	0.000008	0.000000	0.583491
m.2146	314	0	2	2	3	4	1	0.297	0.3774	0.440980	0.041113	0.864015
m.2147	314	5	8	3	7	6	7	0.824	1.3329	0.000024	0.000001	0.595110
m.21474	364	3	2	2	1	5	0	-0.620	-0.6099	0.883971	0.463914	0.426223
m.21495	148	0	2	1	2	2	2	0.489	0.5320	0.175060	0.013985	0.816231
m.215	195	21	29	16	23	22	15	0.412	1.1835	0.000199	0.000013	0.623402
m.2150	326	8	7	6	6	7	7	0.077	0.1285	0.925365	0.146781	0.894353
m.21521	685	0	0	1	0	2	0	-0.074	-0.0731	1.000000	0.273248	0.865806
m.21525	176	3	3	0	0	1	0	-0.191	-0.1742	1.000000	0.332118	0.834390
m.21529	322	0	1	1	1	2	2	-0.131	-0.1280	1.000000	0.306273	0.850488
m.21538	175	5	9	2	7	4	3	1.162	1.7765	0.000000	0.000000	0.536859
m.21583	404	0	0	0	0	0	1	-0.207	-0.2022	1.000000	0.346747	0.822930
m.21596	525	19	5	11	12	16	10	0.152	0.3926	0.408416	0.037340	0.859950
m.2164	240	3	4	2	3	3	2	0.393	0.5458	0.158861	0.012566	0.811525
m.21665	130	4	1	1	5	5	1	1.301	1.5748	0.000000	0.000000	0.559441
m.21674	280	6	4	2	3	4	2	0.347	0.4325	0.328833	0.028711	0.848456
m.21683	274	0	0	0	1	1	0	-0.334	-0.2828	1.000000	0.384006	0.781097
m.21690	240	3	8	3	7	6	3	0.903	1.3759	0.000012	0.000001	0.587947
m.21691	163	0	0	0	0	0	1	-0.161	-0.1548	1.000000	0.321511	0.841549
m.217	121	21	19	5	32	18	11	1.955	3.7555	0.000000	0.000000	0.468335
m.21702	178	3	2	2	2	2	2	0.011	0.0128	0.992649	0.218618	0.883131
m.2171	309	5	6	2	3	4	2	0.339	0.4281	0.337145	0.029577	0.849776
m.21710	219	0	0	1	3	4	0	0.853	0.9648	0.003019	0.000210	0.676211
m.21736	444	5	6	1	6	0	6	1.430	1.9939	0.000000	0.000000	0.518190
m.21772	262	6	6	2	0	2	5	-0.483	-0.4978	0.985003	0.448029	0.578876
m.21798	281	8	7	6	4	8	2	-0.303	-0.4782	0.994088	0.444138	0.603423
m.218	310	30	33	23	37	35	24	0.535	2.0945	0.000000	0.000000	0.511223
m.21819	1189	0	9	2	3	6	1	0.419	0.5556	0.148068	0.011634	0.808166
m.21828	279	1	0	1	0	1	1	-0.293	-0.2594	1.000000	0.373955	0.794747
m.21832	170	1	0	0	0	0	0	-0.249	-0.2198	1.000000	0.355510	0.814981
m.21842	395	21	28	30	26	28	16	-0.117	-0.4234	1.000000	0.431312	0.666027
m.2185	737	6	7	3	3	5	0	0.082	0.1151	0.938558	0.154657	0.893818
m.21863	436	1	1	0	0	4	1	0.085	0.0888	0.959769	0.170553	0.892161
m.21864	258	1	3	0	1	2	0	-0.100	-0.0933	1.000000	0.285647	0.860599
m.21876	142	2	4	3	4	6	3	0.334	0.4633	0.274165	0.023206	0.838915
m.21911	295	0	0	0	4	5	5	1.063	1.3370	0.000022	0.000001	0.594410
m.21939	120	0	3	2	2	3	2	0.084	0.0907	0.958434	0.169387	0.892307
m.21993	204	0	1	1	0	0	0	-0.033	-0.0312	0.998773	0.246852	0.875200
m.22064	312	2	0	1	0	0	2	-0.020	-0.0197	0.997761	0.239498	0.877461
m.22085	331	4	10	6	6	9	5	0.146	0.2582	0.711150	0.081236	0.887931
m.2212	675	3	3	6	7	6	1	0.233	0.4523	0.292973	0.025064	0.842379
m.22122	295	0	0	0	1	1	0	-0.010	-0.0092	0.996503	0.232762	0.879409
m.22127	173	1	0	0	3	3	2	0.688	0.7607	0.026138	0.001890	0.738190
m.22180	238	0	0	0	3	5	0	0.755	0.9292	0.004517	0.000317	0.686200
m.22205	653	7	5	2	11	21	3	1.767	2.4991	0.000000	0.000000	0.491737
m.22210	207	2	12	0	4	0	6	0.952	1.1943	0.000172	0.000011	0.621163
m.2223	305	1	0	0	0	0	0	-0.273	-0.2611	1.000000	0.374706	0.793800
m.22271	234	1	3	1	3	3	3	0.817	0.8646	0.009128	0.000649	0.705269
m.22274	438	10	9	7	11	13	6	0.553	1.1401	0.000353	0.000023	0.632733
m.22282	310	12	20	12	16	7	12	0.326	0.8527	0.010350	0.000737	0.708907
m.2229	343	7	1	2	1	4	3	-0.324	-0.3126	1.000000	0.395888	0.761683
m.22295	361	0	0	2	2	0	0	-0.096	-0.1093	1.000000	0.295273	0.856129
m.223	287	0	1	3	0	5	1	-0.799	-0.8437	0.463480	0.473003	0.147877
m.22300	797	0	3	2	1	2	0	-0.411	-0.4435	1.000000	0.436352	0.644252
m.22305	311	1	2	1	1	1	1	-0.183	-0.1729	1.000000	0.331419	0.834889
m.22307	275	3	3	3	3	8	6	0.060	0.0849	0.962417	0.172953	0.891848
m.22336	329	0	2	0	0	0	2	-0.060	-0.0529	0.999888	0.260617	0.870565
m.22339	1615	2	1	0	3	4	0	0.813	0.9108	0.005540	0.000390	0.691511
m.22354	142	0	0	1	2	2	1	0.456	0.4705	0.262295	0.022051	0.836616
m.22358	156	4	0	4	2	2	2	-0.501	-0.6394	0.842810	0.466529	0.385145
m.22365	587	6	11	6	4	15	4	-0.251	-0.3829	1.000000	0.419909	0.705633
m.22377	200	3	3	2	3	4	1	0.264	0.3443	0.515040	0.050329	0.872164
m.22382	236	1	1	1	0	1	0	-0.285	-0.2679	1.000000	0.377679	0.789943
m.22392	222	12	12	8	18	14	10	0.806	2.0103	0.000000	0.000000	0.516988
m.22394	559	17	21	8	13	14	9	0.502	1.0600	0.000975	0.000066	0.651420
m.22405	246	7	5	4	10	5	6	0.900	1.7261	0.000000	0.000000	0.541985
m.2241	107	3	4	2	4	4	3	0.669	0.8888	0.007043	0.000498	0.697988
m.22412	708	9	2	1	10	7	3	1.805	2.4028	0.000000	0.000000	0.495320
m.22424	314	4	4	3	7	5	7	0.831	1.4133	0.000007	0.000000	0.582030
m.22426	144	3	4	1	3	3	0	0.904	1.1295	0.000406	0.000027	0.635095
m.22427	401	3	6	3	5	5	4	0.429	0.6278	0.085074	0.006416	0.783212
m.22434	265	4	3	2	3	2	1	0.250	0.3139	0.585185	0.060066	0.878690
m.2244	1940	2	4	3	9	5	2	1.053	1.7583	0.000000	0.000000	0.538673
m.22444	205	0	0	0	2	0	1	0.351	0.3641	0.470295	0.044648	0.867411
m.22447	261	0	11	2	5	6	1	0.854	1.2969	0.000040	0.000002	0.601425
m.22448	329	3	3	2	3	3	2	0.401	0.4997	0.217741	0.017842	0.827083
m.22449	384	5	4	4	4	6	4	0.062	0.0993	0.952018	0.164143	0.892918
m.22509	381	0	0	1	0	0	0	-0.197	-0.1653	1.000000	0.327298	0.837750
m.22510	131	0	1	0	0	4	0	-0.076	-0.0711	1.000000	0.272007	0.866297
m.22518	514	18	17	13	20	14	12	0.458	1.1961	0.000168	0.000011	0.620793
m.22535	540	0	0	0	0	1	0	-0.197	-0.1915	1.000000	0.341254	0.827475
m.22539	256	8	8	3	4	7	5	0.360	0.4763	0.252988	0.021156	0.834749
m.22541	115	0	0	0	1	1	2	-0.159	-0.1541	1.000000	0.321121	0.841796
m.22542	615	99	144	81	199	121	128	0.941	7.7202	0.000000	0.000000	0.461491
m.22547	139	0	0	0	3	0	3	0.752	0.9119	0.005473	0.000385	0.691190
m.22551	320	4	1	1	1	2	0	-0.080	-0.0788	1.000000	0.276773	0.864384
m.22556	121	0	0	1	2	3	0	0.225	0.2325	0.764745	0.092478	0.890910
m.22580	202	3	2	3	7	6	3	0.776	1.2075	0.000144	0.000009	0.618469
m.22589	501	0	1	1	1	0	0	-0.212	-0.2041	1.000000	0.347709	0.822101
m.22619	255	3	0	0	2	1	0	0.447	0.4603	0.279214	0.023701	0.839865
m.22671	529	1	2	2	1	3	2	-0.661	-0.6726	0.790039	0.468828	0.339912
m.22676	166	2	3	0	3	1	4	0.744	0.9158	0.005242	0.000369	0.690058
m.22685	890	0	2	0	0	0	0	-0.359	-0.3481	1.000000	0.408710	0.735288
m.2269	469	0	2	0	2	3	0	0.389	0.4068	0.379048	0.034064	0.855987
m.22691	209	1	0	2	1	2	0	-0.477	-0.4888	0.989451	0.446287	0.590266
m.227	359	3	6	5	6	5	6	0.280	0.4730	0.258256	0.021662	0.835813
m.22707	617	0	3	0	0	0	0	-0.240	-0.2158	1.000000	0.353548	0.816841
m.22737	450	2	1	1	1	3	1	-0.176	-0.1714	1.000000	0.330610	0.835461
m.22746	109	1	1	0	3	3	0	0.588	0.6892	0.050566	0.003723	0.762123
m.22755	303	0	0	0	0	1	0	-0.280	-0.2447	1.000000	0.367317	0.802659
m.2278	237	0	0	0	2	2	0	0.271	0.2732	0.678191	0.075104	0.885809
m.22782	553	7	14	7	13	11	5	0.667	1.5454	0.000001	0.000000	0.563225
m.22784	250	0	2	0	1	3	1	-0.110	-0.0993	1.000000	0.289279	0.858960
m.22792	194	0	0	1	0	0	1	-0.232	-0.2089	1.000000	0.350123	0.819975
m.22799	396	0	0	0	0	1	0	-0.192	-0.1799	1.000000	0.335162	0.832169
m.22806	335	0	0	0	3	0	0	0.514	0.5905	0.114167	0.008779	0.796124
m.22810	245	6	13	5	9	8	8	0.564	1.0865	0.000701	0.000047	0.645021
m.22850	470	2	4	3	8	7	4	0.988	1.6354	0.000000	0.000000	0.552058
m.22904	580	11	19	12	18	18	13	0.461	1.2365	0.000096	0.000006	0.612717
m.22921	1220	6	6	2	5	10	3	0.960	1.3070	0.000035	0.000002	0.599623
m.22925	162	0	1	0	2	1	2	0.332	0.3623	0.474309	0.045143	0.867858
m.22934	136	3	1	1	3	6	1	0.766	0.8679	0.008814	0.000626	0.704267
m.22940	466	22	22	20	21	28	13	0.094	0.3203	0.570355	0.057911	0.877398
m.22944	994	57	81	46	87	85	43	0.701	4.1227	0.000000	0.000000	0.465751
m.22952	530	9	6	6	17	7	10	1.067	2.2856	0.000000	0.000000	0.500482
m.22956	201	1	1	1	2	0	0	0.326	0.3356	0.535005	0.052988	0.874130
m.22958	120	0	0	1	0	0	1	-0.131	-0.1201	1.000000	0.301660	0.852928
m.22977	195	0	0	0	0	1	0	-0.248	-0.2349	1.000000	0.362754	0.807666
m.230	211	24	21	16	30	23	17	0.655	2.0897	0.000000	0.000000	0.511534
m.23013	106	2	0	0	3	1	1	0.730	0.8286	0.013296	0.000950	0.716385
m.23037	263	11	13	5	11	6	10	0.798	1.7586	0.000000	0.000000	0.538643
m.23042	858	9	7	7	11	12	3	0.488	1.0569	0.001012	0.000068	0.652182
m.23072	302	6	7	5	4	6	4	-0.134	-0.1950	1.000000	0.343064	0.826011
m.23079	454	1	3	2	0	4	0	-0.503	-0.5168	0.973968	0.451462	0.554236
m.2309	217	3	2	1	2	5	0	0.371	0.4294	0.334676	0.029319	0.849387
m.23103	397	5	6	2	3	3	2	0.353	0.4441	0.307515	0.026526	0.844922
m.23110	258	5	9	5	9	7	3	0.615	1.1212	0.000451	0.000030	0.636967
m.23144	148	0	1	0	0	0	0	-0.244	-0.2283	1.000000	0.359619	0.810922
m.23145	569	0	0	1	3	2	0	0.659	0.7321	0.034262	0.002493	0.747660
m.23157	316	3	3	2	5	3	2	0.793	0.9973	0.002071	0.000143	0.667430
m.2316	597	0	2	0	1	2	0	-0.132	-0.1354	0.999990	0.310545	0.848124
m.2317	307	2	3	4	4	6	2	0.143	0.2147	0.799167	0.100801	0.892479
m.23172	335	2	3	2	0	1	1	-0.549	-0.5591	0.940695	0.457974	0.497075
m.232	1282	10	9	6	11	12	10	0.721	1.4610	0.000003	0.000000	0.574880
m.23218	266	0	0	0	1	1	0	-0.161	-0.1575	1.000000	0.323009	0.840589
m.23233	725	8	15	7	15	16	7	0.824	1.9173	0.000000	0.000000	0.524171
m.23247	172	12	11	6	10	15	5	0.482	0.9986	0.002039	0.000140	0.667086
m.2327	164	2	3	1	4	2	0	1.157	1.2959	0.000041	0.000003	0.601604
m.23275	219	7	9	5	5	8	4	0.116	0.2016	0.822848	0.107200	0.893373
m.23328	172	2	3	1	2	3	1	0.440	0.4697	0.263597	0.022177	0.836873
m.23347	148	0	3	0	0	2	0	-0.254	-0.2339	1.000000	0.362282	0.808165
m.23354	104	0	0	0	0	0	1	-0.371	-0.3458	1.000000	0.407923	0.737113
m.23358	103	6	0	2	0	1	0	-0.809	-0.7718	0.604758	0.472472	0.218123
m.23371	196	16	13	11	12	16	7	0.194	0.4844	0.240369	0.019956	0.832118
m.23377	644	0	0	2	1	3	2	-0.519	-0.5725	0.927520	0.459730	0.478509
m.23397	127	8	7	2	13	11	9	1.811	2.9261	0.000000	0.000000	0.480050
m.23436	547	0	0	0	0	0	2	-0.154	-0.1434	0.999979	0.315109	0.845481
m.23454	187	30	27	16	47	38	22	1.130	3.9565	0.000000	0.000000	0.466793
m.23459	176	1	0	0	1	2	0	-0.178	-0.1622	1.000000	0.325601	0.838890
m.2353	1773	4	12	9	4	12	5	-0.727	-1.1871	0.052950	0.468238	0.010564
m.23575	291	14	18	10	13	17	12	0.355	0.8829	0.007507	0.000532	0.699748
m.23588	389	0	1	0	2	2	0	0.337	0.3904	0.413061	0.037869	0.860550
m.23594	226	0	1	0	0	1	0	-0.161	-0.1492	1.000000	0.318381	0.843505
m.23599	895	112	189	102	157	147	79	0.440	3.3302	0.000000	0.000000	0.472827
m.2360	1533	14	9	9	6	8	4	-0.264	-0.5476	0.950967	0.456352	0.512867
m.23602	166	10	11	10	10	9	8	0.065	0.1489	0.901987	0.135127	0.894751
m.23607	647	10	27	18	22	26	18	0.278	0.9112	0.005515	0.000388	0.691394
m.23611	241	13	29	18	23	22	13	0.267	0.8291	0.013228	0.000945	0.716229
m.23613	106	5	5	3	8	5	2	0.887	1.4492	0.000004	0.000000	0.576609
m.23617	128	2	1	1	2	3	1	0.533	0.5925	0.112428	0.008635	0.795432
m.23626	176	0	5	0	1	3	0	-0.060	-0.0610	1.000000	0.265707	0.868708
m.23629	351	9	9	6	8	13	5	0.388	0.7735	0.023092	0.001666	0.734003
m.23632	169	3	3	2	5	4	7	0.803	1.2043	0.000150	0.000010	0.619118
m.23641	168	0	2	2	3	2	2	0.313	0.3879	0.418367	0.038477	0.861227
m.23661	550	5	5	4	7	3	2	0.592	0.9510	0.003534	0.000247	0.680038
m.23671	219	4	5	3	9	7	1	1.145	1.7716	0.000000	0.000000	0.537343
m.23676	166	2	0	1	0	0	1	-0.167	-0.1647	1.000000	0.326970	0.837972
m.23685	446	46	89	34	69	52	30	0.741	3.3977	0.000000	0.000000	0.471941
m.23696	547	3	0	0	0	2	0	-0.143	-0.1497	1.000000	0.318662	0.843333
m.23699	552	8	29	20	43	22	36	0.823	3.0155	0.000000	0.000000	0.478164
m.23716	147	4	10	7	10	9	7	0.497	1.0422	0.001211	0.000082	0.655840
m.23728	760	0	1	2	0	2	0	-0.555	-0.6091	0.885015	0.463835	0.427343
m.23737	412	18	27	12	20	18	12	0.560	1.5541	0.000001	0.000000	0.562091
m.23776	270	0	6	2	3	7	2	0.525	0.6431	0.075042	0.005621	0.777927
m.23795	157	0	0	0	2	0	1	0.451	0.4405	0.314037	0.027190	0.846027
m.23801	309	0	0	0	0	0	3	-0.132	-0.1298	1.000000	0.307316	0.849920
m.23814	289	5	5	5	4	6	5	-0.097	-0.1511	1.000000	0.319446	0.842847
m.23817	738	0	2	3	3	9	5	0.219	0.2938	0.631550	0.067202	0.882448
m.23821	306	54	52	31	51	51	32	0.566	2.7244	0.000000	0.000000	0.484939
m.23824	188	9	18	8	15	10	8	0.635	1.4713	0.000003	0.000000	0.573392
m.23859	213	0	1	1	5	5	5	1.361	1.7233	0.000000	0.000000	0.542279
m.23867	427	4	3	2	5	8	2	0.920	1.2175	0.000125	0.000008	0.616460
m.23871	448	0	1	1	0	3	0	-0.212	-0.1893	1.000000	0.340110	0.828383
m.23900	193	3	0	0	1	0	1	-0.350	-0.3284	1.000000	0.401772	0.750394
m.23918	356	2	3	1	1	3	1	-0.085	-0.0843	1.000000	0.280155	0.862977
m.23926	521	2	4	4	4	4	2	0.084	0.1228	0.931181	0.150111	0.894152
m.23962	496	0	2	2	6	1	4	1.023	1.4067	0.000008	0.000000	0.583054
m.23963	466	0	1	0	0	2	0	-0.258	-0.2389	1.000000	0.364629	0.805648
m.2398	398	2	1	0	0	1	0	-0.169	-0.1699	1.000000	0.329799	0.836030
m.23996	320	0	0	0	0	1	0	-0.335	-0.3270	1.000000	0.401262	0.751423
m.23997	257	5	5	3	5	3	1	0.491	0.7209	0.038002	0.002773	0.751408
m.24011	345	13	16	9	11	13	8	0.258	0.6106	0.097635	0.007426	0.789164
m.24013	131	0	0	0	0	0	4	-0.159	-0.1506	1.000000	0.319166	0.843021
m.24029	442	5	14	6	7	7	7	0.242	0.4729	0.258417	0.021677	0.835845
m.24046	310	0	1	1	0	2	0	-0.224	-0.2069	1.000000	0.349120	0.820866
m.24081	202	9	8	3	10	8	8	1.169	1.9297	0.000000	0.000000	0.523161
m.24092	176	2	0	2	0	1	0	-0.546	-0.5814	0.918059	0.460820	0.466106
m.24113	335	0	1	1	2	2	0	0.387	0.4166	0.359432	0.031937	0.853167
m.2412	527	4	6	2	3	8	1	0.352	0.4381	0.318432	0.027639	0.846760
m.24125	101	0	1	0	2	1	0	0.346	0.3461	0.510927	0.049791	0.871747
m.2413	303	0	0	1	0	0	0	-0.195	-0.1836	1.000000	0.337121	0.830697
m.24130	123	0	0	0	1	0	1	-0.280	-0.2677	1.000000	0.377593	0.790058
m.24137	338	1	7	2	1	5	1	-0.401	-0.4166	1.000000	0.429516	0.673073
m.24143	156	6	3	2	1	3	3	-0.378	-0.3989	1.000000	0.424618	0.690659
m.24161	162	1	0	0	1	0	1	-0.283	-0.2637	1.000000	0.375849	0.792338
m.24170	270	2	0	1	0	2	0	-0.176	-0.1700	1.000000	0.329853	0.835992
m.24183	283	3	2	1	1	1	0	-0.110	-0.1062	1.000000	0.293423	0.857020
m.24205	912	0	3	2	2	4	0	-0.047	-0.0537	0.999910	0.261121	0.870384
m.24213	244	0	0	2	0	0	0	-0.562	-0.5716	0.928452	0.459617	0.479760
m.24219	687	7	14	7	9	14	9	0.276	0.5924	0.112515	0.008642	0.795466
m.24224	138	0	0	1	1	1	0	-0.277	-0.2700	1.000000	0.378587	0.788729
m.2423	566	1	0	3	0	0	0	-0.860	-0.9892	0.222945	0.471501	0.056545
m.24247	254	0	1	2	1	2	0	-0.564	-0.5903	0.908033	0.461850	0.453665
m.2425	858	0	1	1	0	5	0	0.014	0.0143	0.992319	0.217654	0.883367
m.24250	139	2	0	0	0	2	0	0.035	0.0345	0.986791	0.204698	0.886325
m.24266	335	0	2	0	1	1	1	-0.373	-0.3419	1.000000	0.406574	0.740169
m.24290	586	0	2	0	1	2	0	-0.091	-0.0947	1.000000	0.286497	0.860220
m.24308	388	2	4	2	5	7	3	0.879	1.1444	0.000334	0.000022	0.631784
m.24310	205	2	2	1	0	4	0	-0.120	-0.1103	1.000000	0.295868	0.855839
m.24316	262	0	3	3	3	7	2	0.088	0.1277	0.926198	0.147247	0.894327
m.2433	832	0	0	1	1	7	0	-0.191	-0.1933	1.000000	0.342187	0.826725
m.24351	185	2	1	0	1	0	1	-0.242	-0.2376	1.000000	0.364022	0.806307
m.24356	255	1	0	0	2	2	0	0.387	0.4116	0.369370	0.033008	0.854614
m.2438	9514	9	5	15	4	15	28	-1.138	-2.1267	0.000000	0.461837	0.000000
m.24423	342	10	6	8	11	7	6	0.362	0.7858	0.020467	0.001473	0.730012
m.24451	280	0	0	2	0	2	1	-0.444	-0.4393	1.000000	0.435331	0.648919
m.24493	298	2	6	2	1	5	1	-0.353	-0.3744	1.000000	0.417296	0.713239
m.24508	120	0	0	1	0	0	0	-0.350	-0.3302	1.000000	0.402424	0.749062
m.24565	525	0	0	0	0	1	0	-0.300	-0.2713	1.000000	0.379146	0.787973
m.24569	99	6	6	4	8	6	2	0.670	1.1664	0.000250	0.000016	0.627014
m.24620	241	17	6	1	9	6	5	1.735	2.3331	0.000000	0.000000	0.498272
m.24660	142	0	0	0	0	0	1	-0.222	-0.2030	1.000000	0.347152	0.822581
m.247	406	3	1	0	1	4	1	-0.027	-0.0250	0.998264	0.242891	0.876435
m.24722	174	3	6	3	8	3	4	0.938	1.5860	0.000000	0.000000	0.558035
m.24851	900	32	39	25	38	38	26	0.421	1.5716	0.000000	0.000000	0.559847
m.24916	265	1	0	0	0	1	0	-0.014	-0.0134	0.997043	0.235458	0.878643
m.24926	333	5	7	14	6	10	12	-0.673	-1.4891	0.002247	0.464639	0.000384
m.24931	171	0	0	2	1	3	0	-0.440	-0.4682	0.997873	0.442013	0.615566
m.24936	844	2	6	1	5	3	2	1.133	1.4416	0.000004	0.000000	0.577736
m.24947	295	6	12	9	9	11	5	0.102	0.2265	0.776627	0.095235	0.891485
m.24948	811	2	2	5	1	7	1	-1.109	-1.3202	0.014982	0.466402	0.002727
m.2495	336	0	1	0	0	2	1	-0.062	-0.0549	0.999932	0.261877	0.870113
m.24952	767	1	2	1	1	3	0	-0.034	-0.0327	0.998881	0.247808	0.874895
m.24964	992	8	12	10	11	17	17	0.166	0.3686	0.460300	0.043427	0.866280
m.24975	251	12	13	8	12	12	6	0.456	0.9709	0.002815	0.000195	0.674538
m.24983	433	4	2	1	3	1	1	0.718	0.8616	0.009423	0.000670	0.706182
m.2503	175	0	3	3	0	0	2	-0.963	-1.0460	0.155726	0.470560	0.036469
m.25041	188	8	10	3	3	8	5	0.140	0.1889	0.844346	0.113618	0.894029
m.25047	221	11	17	7	14	14	8	0.772	1.6024	0.000000	0.000000	0.556011
m.25058	226	0	2	0	2	3	0	0.489	0.5577	0.145830	0.011442	0.807444
m.251	263	0	0	0	0	0	2	-0.083	-0.0842	1.000000	0.280093	0.863003
m.25100	471	0	1	1	1	2	3	-0.184	-0.1642	1.000000	0.326697	0.838156
m.25115	481	1	1	0	1	0	0	-0.158	-0.1492	1.000000	0.318381	0.843505
m.25121	520	1	4	3	4	1	0	0.178	0.2654	0.695457	0.078253	0.886947
m.25139	549	19	25	14	18	20	9	0.261	0.7348	0.033410	0.002430	0.746760
m.25151	247	1	1	0	4	1	0	0.859	0.9886	0.002293	0.000158	0.669749
m.25153	155	0	0	0	0	7	0	0.169	0.1678	0.876701	0.124729	0.894662
m.25161	139	0	0	0	0	0	1	-0.270	-0.2473	1.000000	0.368509	0.801295
m.25176	115	3	6	4	7	7	5	0.649	1.1093	0.000526	0.000035	0.639688
m.25190	620	0	0	2	0	0	0	-0.783	-0.8070	0.535010	0.472896	0.181614
m.25195	896	5	1	3	3	10	0	0.011	0.0134	0.992519	0.218232	0.883226
m.2520	559	1	5	0	11	4	5	1.949	2.7953	0.000000	0.000000	0.483114
m.25213	140	0	0	0	0	0	1	-0.173	-0.1557	1.000000	0.322011	0.841230
m.25217	316	5	0	1	1	0	0	-0.202	-0.1884	1.000000	0.339640	0.828752
m.25218	280	6	9	7	8	5	4	0.203	0.4104	0.371779	0.033270	0.854959
m.25244	393	2	7	5	9	4	9	0.685	1.1560	0.000287	0.000019	0.629252
m.25258	278	7	14	9	11	7	6	0.264	0.6492	0.071325	0.005329	0.775825
m.25260	257	5	4	4	6	7	3	0.426	0.6736	0.057953	0.004290	0.767446
m.25270	173	1	1	2	0	1	0	-0.754	-0.7421	0.663015	0.471808	0.251907
m.25292	283	4	5	2	3	3	2	0.332	0.4004	0.392149	0.035511	0.857792
m.2531	239	9	14	12	20	18	11	0.598	1.7613	0.000000	0.000000	0.538371
